,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
219,1,3,4,6,1,2,12,1,0,2,28,1,4,1,5,2816,16,400,2,4,4,0,4,0,1,0,0,0,1,0,1,-1.0,2,0
220,0,2,2,17,1,7,1,2,0,1,44,0,1,0,1,10998,6,400,1,4,4,3,7,0,0,0,1,0,1,1,1,-1.0,1,0
224,1,5,1,13,1,2,2,5,0,2,26,0,2,1,1,14286,5,400,4,4,4,5,5,0,0,0,0,0,1,2,2,-1.0,1,0
226,5,1,4,6,1,7,6,3,0,2,26,1,4,1,5,693,14,400,1,4,4,3,3,0,0,0,0,0,1,0,1,-1.0,2,0
239,1,3,6,13,1,5,2,3,1,1,33,0,1,0,2,480,11,400,3,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
247,5,3,5,9,1,1,2,1,0,2,32,0,2,1,1,5006,2,400,3,4,4,3,5,0,0,0,6,1,1,0,2,-1.0,1,0
264,3,2,3,2,1,2,4,3,1,1,32,0,2,1,1,9598,3,400,2,4,4,3,5,0,0,0,0,4,2,1,2,-1.0,1,0
266,2,1,5,6,1,5,3,3,0,2,56,1,1,0,1,9663,11,400,1,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
278,3,1,6,2,1,6,8,4,1,1,31,0,2,1,1,4237,3,400,1,4,4,5,5,0,0,0,0,0,1,0,2,-1.0,1,0
286,5,5,0,2,1,1,2,4,0,2,28,1,0,0,1,9816,6,400,2,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
300,5,2,6,6,1,2,6,3,1,1,54,0,2,1,2,3191,4,400,3,4,4,0,7,0,0,0,0,0,1,0,2,-1.0,1,0
304,4,3,5,2,1,6,5,3,1,1,58,0,2,1,1,11731,11,500,3,4,4,0,7,0,0,0,0,2,1,2,2,-1.0,1,0
305,0,4,5,17,1,2,9,1,0,2,48,1,1,0,1,2123,11,400,4,4,4,0,6,0,0,0,6,0,1,0,1,-1.0,1,0
310,0,4,0,9,1,1,1,5,0,1,31,0,1,0,1,13938,16,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
313,3,4,0,13,1,1,8,1,0,1,39,1,1,0,0,10319,5,400,2,4,4,3,4,0,0,0,0,0,1,1,1,-1.0,0,0
321,6,4,6,2,1,6,5,4,1,1,61,1,2,1,3,11983,8,400,1,4,4,3,7,0,0,1,1,0,1,2,2,-1.0,2,0
325,2,2,2,9,1,2,3,2,0,1,50,0,2,1,1,9672,8,400,3,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
327,2,3,6,15,1,5,3,5,1,1,34,0,1,0,2,1674,16,400,4,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,0
329,6,3,6,13,1,6,7,3,0,2,47,0,2,1,1,15249,1,400,1,4,4,0,7,0,0,0,3,0,1,2,2,-1.0,1,0
332,3,3,5,17,1,7,4,3,0,1,55,0,1,0,1,10472,10,400,1,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,1,0
340,1,2,3,9,1,2,2,2,0,2,31,0,1,0,1,7756,13,400,2,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
345,6,1,5,13,1,6,7,1,0,2,36,0,1,0,1,3016,5,400,3,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
357,3,3,5,9,1,5,4,3,1,1,30,1,0,0,1,7989,8,400,4,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
358,3,1,5,13,1,6,4,1,0,1,31,0,2,1,0,5348,2,400,3,4,4,3,6,0,0,0,1,0,1,0,2,-1.0,0,0
373,2,3,1,17,1,1,3,4,0,1,39,0,2,1,1,9828,6,700,3,4,4,1,6,0,0,0,0,0,1,1,2,-1.0,1,0
380,0,2,6,6,1,7,1,4,1,1,52,0,0,0,1,324,8,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
381,4,1,5,9,1,7,5,1,0,1,43,1,1,0,5,3566,5,700,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,2,0
385,1,1,5,17,1,5,2,1,0,2,26,0,1,0,1,1494,15,400,1,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
419,5,3,4,9,1,2,6,3,1,1,50,0,2,1,1,5715,9,400,2,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
427,1,5,1,6,1,6,2,5,0,1,38,0,2,1,5,13300,4,400,2,4,4,0,2,0,0,0,0,0,1,2,2,-1.0,2,0
436,3,4,4,9,1,2,4,5,1,1,28,0,1,0,5,4255,8,400,3,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,2,0
442,5,4,2,0,1,6,2,4,1,1,55,0,0,0,2,5274,1,400,1,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,1,1
448,3,2,1,2,1,5,4,3,0,1,37,0,2,1,5,7082,5,400,3,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,2,0
456,1,5,6,2,1,7,2,5,1,1,39,0,6,2,5,11323,12,500,4,4,4,1,6,0,0,0,1,2,1,1,0,-1.0,2,0
461,2,4,4,2,1,1,3,4,1,1,46,0,2,1,5,9780,13,400,4,4,4,1,7,0,0,0,6,0,1,1,2,-1.0,2,0
462,3,3,1,2,1,2,4,4,0,1,44,0,2,1,2,8651,12,400,2,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
463,2,4,6,13,1,7,3,5,1,1,32,1,2,1,2,14085,9,400,1,4,4,5,6,0,0,0,3,0,1,2,2,-1.0,1,0
464,6,4,5,6,1,2,6,1,0,1,43,0,1,0,1,9478,1,400,2,4,4,5,6,0,0,0,0,0,1,1,1,-1.0,1,0
491,4,2,3,2,1,7,5,3,1,1,78,0,1,0,1,274,11,400,1,4,4,1,7,0,0,0,6,1,2,0,1,-1.0,1,0
495,3,4,5,9,1,7,4,4,1,1,28,1,0,0,0,15317,7,400,2,4,4,3,5,0,0,0,6,0,1,2,0,-1.0,0,0
497,2,3,6,6,1,2,3,3,1,1,41,0,1,0,1,13112,12,400,1,4,4,1,6,0,0,1,6,0,1,2,1,-1.0,1,0
499,4,4,0,6,1,2,5,4,0,2,26,1,0,0,0,3704,10,400,1,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,0,0
512,1,4,6,2,1,5,2,4,1,1,50,0,2,1,2,13168,5,400,3,4,4,5,7,0,0,0,1,4,2,2,2,-1.0,1,0
513,8,5,6,9,1,5,7,1,0,1,31,0,1,0,1,1476,15,400,4,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
522,0,4,4,5,1,1,1,5,1,1,38,1,2,1,2,13102,7,400,1,4,4,3,7,1,0,0,6,0,1,2,2,-1.0,1,0
524,0,4,4,13,1,1,1,4,0,1,26,0,0,0,0,14653,10,400,1,4,4,0,4,0,0,0,6,0,1,2,0,-1.0,0,0
527,4,2,1,13,1,2,5,2,0,2,61,0,1,0,1,1413,3,400,3,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,1,0
537,3,4,5,2,1,7,8,2,1,1,43,1,2,1,1,5368,4,400,4,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
541,2,4,6,0,1,5,3,5,0,2,39,0,2,1,5,1524,8,400,2,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,2,0
544,2,2,6,9,1,2,4,2,0,2,30,0,1,0,1,4506,13,400,2,4,4,3,3,0,0,0,0,0,1,0,1,-1.0,1,0
554,6,4,6,9,1,5,10,1,0,2,36,0,2,1,1,10968,4,400,4,4,4,3,6,0,0,0,1,0,1,1,2,-1.0,1,0
561,2,3,1,6,1,5,3,5,0,1,30,0,1,0,1,1576,13,400,2,4,4,3,4,1,0,0,6,4,2,0,1,-1.0,1,0
565,3,2,6,9,1,7,4,2,0,1,49,0,1,0,1,2210,4,400,4,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,1,0
578,5,2,5,9,1,6,6,3,0,1,26,1,4,1,5,9198,8,400,1,4,4,1,4,0,0,0,6,0,1,1,1,-1.0,2,0
583,3,3,5,13,1,6,8,1,0,1,54,0,1,0,1,8791,16,400,4,4,4,3,7,0,0,0,1,0,1,1,1,-1.0,1,0
587,2,5,4,2,1,2,5,1,0,1,39,0,2,1,5,3659,16,700,2,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,2,0
602,0,2,2,18,1,7,1,2,0,1,55,0,0,0,5,13641,1,700,4,4,4,0,6,0,0,0,1,0,1,2,0,-1.0,2,0
603,1,5,6,17,1,5,12,1,0,1,27,0,2,1,5,11378,12,400,4,4,4,3,4,0,0,0,6,0,1,2,2,-1.0,2,0
606,4,4,1,13,1,7,4,1,0,1,26,0,2,1,0,7913,7,400,4,4,4,1,5,0,0,0,6,0,1,1,2,-1.0,0,0
625,4,3,2,17,1,2,5,3,0,2,38,1,2,1,1,5254,13,500,4,4,4,0,6,0,0,0,6,2,1,0,2,-1.0,1,0
627,3,3,3,6,1,6,4,4,1,1,50,0,1,0,1,7103,15,400,3,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
641,8,3,5,11,1,6,2,5,1,1,47,1,0,0,5,690,5,400,3,4,4,1,7,0,0,0,3,0,1,0,0,-1.0,2,0
646,7,4,4,6,1,5,1,3,1,1,33,0,4,1,5,4413,1,400,2,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,2,0
649,1,2,2,2,1,7,11,2,0,2,32,0,0,0,1,13524,5,400,2,4,4,1,2,0,0,0,3,0,1,2,0,-1.0,1,0
651,4,2,5,13,1,6,5,2,0,1,29,0,1,0,1,14942,8,400,4,4,4,0,6,0,0,0,1,0,1,2,1,-1.0,1,0
661,3,1,4,9,1,2,4,2,0,2,28,1,1,0,1,5384,12,400,4,4,4,1,5,0,0,0,3,0,1,0,1,-1.0,1,0
674,3,5,5,9,1,7,8,1,0,2,31,0,2,1,1,6818,3,400,1,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
684,3,2,5,13,1,6,4,2,0,1,27,1,2,1,1,6981,9,400,1,4,4,3,4,0,0,0,1,0,1,1,2,-1.0,1,0
697,5,3,1,2,1,6,6,4,0,2,26,1,1,0,1,1470,10,400,4,4,4,0,5,1,0,0,0,0,1,0,1,-1.0,1,0
700,4,3,1,17,1,6,5,4,0,1,46,0,1,0,1,14302,3,400,3,4,4,5,6,0,0,0,0,4,2,2,1,-1.0,1,0
702,5,4,6,6,1,7,6,4,1,1,51,0,2,1,5,5696,14,400,3,4,4,3,7,0,0,0,1,0,1,0,2,-1.0,2,0
720,3,3,0,6,1,6,4,4,0,2,33,1,1,0,1,7297,2,400,1,4,4,1,4,0,0,0,0,0,1,1,1,-1.0,1,0
732,1,3,5,13,1,5,2,3,1,1,35,0,0,0,1,8345,15,400,2,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
740,4,4,6,0,1,7,4,1,1,1,47,0,1,0,1,11751,13,400,2,4,4,0,6,0,0,0,6,0,1,2,1,-1.0,1,0
746,5,3,4,6,1,5,6,3,1,1,51,0,2,1,1,14444,14,400,2,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
757,2,5,4,6,1,5,3,5,1,1,31,0,1,0,1,9932,13,400,2,4,4,3,5,0,0,0,1,0,1,1,1,-1.0,1,0
758,0,1,6,0,1,1,1,5,1,1,28,1,0,0,2,11306,12,400,3,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
783,3,4,1,9,1,6,4,5,0,1,33,1,0,0,5,5299,10,400,4,4,4,1,5,0,0,0,0,0,1,0,0,-1.0,2,0
793,3,4,6,6,1,5,4,4,1,1,28,1,2,1,1,13665,1,400,3,4,4,3,5,0,0,0,1,0,1,2,2,-1.0,1,0
794,0,2,4,6,1,2,1,3,1,1,33,1,0,0,0,10585,12,400,1,4,4,0,5,0,0,0,0,4,2,1,0,-1.0,0,0
798,2,4,5,13,1,6,3,4,0,1,33,0,1,0,1,13428,8,400,3,4,4,1,5,0,0,0,6,0,1,2,1,-1.0,1,0
799,3,4,6,2,1,6,8,2,0,2,34,0,1,0,1,15360,14,400,2,0,4,3,4,0,0,0,6,0,1,2,1,-1.0,1,0
801,4,4,5,5,1,7,5,4,1,1,42,0,6,2,5,35,12,400,1,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,2,0
805,3,2,5,17,1,5,4,2,0,2,32,0,0,0,0,9929,6,400,3,4,4,3,5,0,0,0,1,0,1,1,0,-1.0,0,1
806,1,4,5,6,1,5,2,4,1,1,32,0,1,0,1,10106,14,400,1,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
809,2,3,4,0,1,6,3,3,0,2,32,1,2,1,1,8117,12,400,1,4,4,0,6,0,0,0,3,0,1,1,2,-1.0,1,0
822,2,4,5,6,1,7,3,5,1,1,37,1,2,1,1,8195,6,400,1,4,4,3,5,0,0,0,3,0,1,1,2,-1.0,1,0
827,2,4,5,9,1,5,3,5,1,1,58,0,2,1,1,3233,7,400,2,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,1,0
828,7,5,5,17,1,7,1,1,0,2,29,0,0,0,0,7610,4,400,1,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,0,0
831,2,4,3,2,1,6,3,4,0,1,38,1,1,0,1,2611,3,400,2,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
833,1,3,3,6,1,5,2,3,1,1,47,1,0,0,1,1143,16,400,1,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
834,5,2,4,2,1,5,6,5,1,1,40,0,6,2,5,4944,12,400,1,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,2,1
851,2,2,6,9,1,5,3,3,0,1,38,1,0,0,5,5755,14,400,4,4,4,0,6,0,0,0,6,4,2,0,0,-1.0,2,0
862,4,2,5,2,1,7,5,2,1,1,28,0,1,0,2,6998,3,400,1,4,4,1,6,0,0,0,6,0,1,1,1,-1.0,1,0
865,1,4,1,0,1,2,2,4,1,1,52,0,2,1,1,12205,2,400,1,4,4,5,7,0,0,0,0,0,1,2,2,-1.0,1,0
867,1,4,5,2,1,7,2,4,1,1,77,0,0,0,5,9934,15,400,2,4,4,0,7,0,0,0,1,4,2,1,0,-1.0,2,0
873,10,4,5,2,1,7,3,3,0,1,52,1,2,1,2,14863,11,400,3,4,4,3,7,0,0,1,0,0,1,2,2,-1.0,1,0
884,0,4,4,18,1,1,1,4,0,1,52,0,2,1,3,12275,8,400,1,4,4,0,7,0,0,0,6,0,1,2,2,-1.0,2,0
887,5,5,1,2,1,6,2,1,0,1,30,0,2,1,1,9004,15,400,2,4,4,0,4,0,0,0,0,0,1,1,2,-1.0,1,0
895,9,5,6,6,1,2,3,1,0,2,30,0,1,0,1,6036,9,400,4,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
904,1,4,5,6,1,6,2,4,1,1,38,0,1,0,2,11427,4,400,1,4,4,0,7,0,0,0,3,0,1,2,1,-1.0,1,0
916,4,3,2,0,1,7,5,3,1,1,39,1,0,0,5,8384,2,400,2,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,2,0
922,2,2,0,13,1,5,3,3,0,2,32,1,1,0,1,2494,3,400,1,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
923,4,1,4,5,1,1,5,3,0,2,33,1,0,0,0,13476,12,400,4,4,4,3,6,0,0,0,0,0,1,2,0,-1.0,0,0
925,0,1,6,9,1,2,1,2,0,1,55,0,0,0,1,9720,12,400,3,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
929,4,5,1,17,1,6,4,3,0,1,39,1,0,0,1,8795,8,400,2,4,4,1,7,0,0,0,0,0,1,1,0,-1.0,1,0
949,5,4,6,6,1,2,2,2,1,1,36,0,0,0,2,6772,5,400,2,4,4,1,4,0,0,0,3,0,1,1,0,-1.0,1,0
951,4,2,2,9,1,6,5,3,0,2,29,1,1,0,1,15398,11,400,4,4,4,3,5,0,0,0,3,0,1,2,1,-1.0,1,0
954,0,3,2,2,1,6,1,3,1,1,26,1,1,0,2,9632,8,400,2,4,4,1,6,0,0,0,6,0,1,1,1,-1.0,1,0
955,1,4,2,17,1,2,2,5,0,2,29,0,2,1,1,9325,13,400,2,4,4,5,5,0,0,0,0,4,2,1,2,-1.0,1,0
961,3,2,6,5,1,1,4,2,1,1,62,0,0,0,2,8792,15,400,3,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
963,0,3,5,5,1,5,1,5,1,1,62,0,2,1,3,681,3,400,4,4,4,3,7,0,0,0,3,0,1,0,2,-1.0,2,0
974,5,2,3,17,1,2,6,2,0,2,27,0,2,1,0,11060,14,400,4,4,4,5,4,0,0,0,0,0,1,1,2,-1.0,0,0
975,1,3,6,9,1,5,2,3,1,1,64,0,1,0,1,13034,2,400,2,4,4,5,7,0,0,0,0,0,1,2,1,-1.0,1,0
976,2,4,6,17,1,1,3,4,0,1,28,0,0,0,0,14359,15,400,4,4,4,0,5,0,0,0,0,0,1,2,0,-1.0,0,0
988,4,3,4,6,1,6,5,4,1,1,27,0,2,1,2,11153,6,400,3,4,4,3,6,0,0,0,1,0,3,1,2,-1.0,1,0
995,5,2,1,17,1,1,6,4,0,1,30,0,0,0,1,13426,7,400,1,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,1,1
1004,4,2,3,17,1,1,5,3,0,2,35,0,1,0,0,1965,8,400,2,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,0,0
1007,1,2,6,13,1,1,10,2,0,2,29,0,1,0,1,10145,11,400,4,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
1009,2,2,6,2,1,1,3,5,1,1,62,0,6,2,5,1465,9,400,2,4,4,1,7,0,0,0,3,0,1,0,0,-1.0,2,0
1013,0,1,6,6,1,5,1,2,0,2,26,0,2,1,1,8941,7,400,4,4,4,5,5,0,0,0,1,0,1,1,2,-1.0,1,0
1043,5,5,3,2,1,7,2,1,0,1,28,1,1,0,1,18,6,400,1,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,1,0
1050,5,4,4,6,1,2,2,2,1,1,76,0,1,0,0,3992,9,400,1,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,0,0
1055,4,4,0,9,1,6,4,2,0,2,27,1,1,0,1,1740,3,400,1,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
1062,5,2,6,13,1,5,6,2,0,1,34,0,1,0,0,9724,7,400,2,4,4,0,6,0,0,0,6,4,2,1,1,-1.0,0,0
1064,2,3,5,5,1,2,5,5,1,1,46,0,0,0,2,7683,3,400,4,0,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
1074,6,4,5,2,1,7,7,5,1,1,50,0,2,1,2,15368,16,400,4,4,4,3,7,0,0,0,1,0,1,2,2,-1.0,1,0
1079,4,2,6,13,1,5,5,2,0,1,44,0,1,0,1,13897,5,400,1,4,4,1,5,0,0,0,6,0,1,2,1,-1.0,1,0
1089,1,4,6,17,1,1,2,4,1,1,26,1,2,1,1,4587,13,400,2,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
1090,0,2,2,2,1,5,1,3,1,1,56,1,0,0,2,14694,9,400,4,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
1121,0,3,5,5,1,7,1,3,1,1,42,0,6,2,5,10,7,400,1,4,4,3,7,0,0,0,3,0,1,0,0,-1.0,2,0
1130,3,2,6,13,1,5,4,2,0,1,29,1,0,0,0,46,8,400,3,4,4,3,4,0,0,0,0,0,1,0,0,-1.0,0,0
1133,0,3,4,6,1,5,9,3,1,1,51,0,4,1,5,2852,8,400,1,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,2,1
1150,3,3,4,17,1,1,4,3,0,1,43,0,1,0,1,13712,13,400,2,4,4,1,6,0,0,0,3,0,1,2,1,-1.0,1,0
1158,3,3,4,2,1,5,4,3,1,1,45,0,1,0,1,8677,16,400,2,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
1160,4,3,3,13,1,7,4,1,0,2,40,0,0,0,1,11375,2,400,1,4,4,0,4,0,0,0,3,0,1,2,0,-1.0,1,0
1162,0,4,4,9,1,5,9,3,0,2,33,1,2,1,1,6600,9,400,3,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
1166,4,4,3,5,1,2,5,4,1,1,46,0,2,1,4,4950,1,400,3,4,4,3,7,0,0,0,1,0,1,0,2,-1.0,2,0
1171,2,2,3,9,1,2,3,2,0,1,33,0,2,1,1,8522,3,400,1,4,4,5,6,1,0,0,0,0,1,1,2,-1.0,1,1
1180,2,3,6,13,1,6,3,4,1,1,49,0,1,0,2,13306,12,400,1,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
1195,0,4,0,9,1,6,9,4,0,2,27,0,0,0,0,6325,11,700,3,4,4,1,6,0,0,0,1,2,1,1,0,-1.0,0,0
1201,6,4,5,2,1,1,6,2,1,1,53,0,7,2,5,1623,15,400,1,4,4,5,6,0,0,0,0,0,1,0,1,-1.0,2,0
1207,4,4,6,5,1,5,8,3,1,1,34,0,0,0,1,12580,7,400,3,4,4,1,5,0,0,0,3,4,2,2,0,-1.0,1,0
1220,4,3,4,17,1,1,8,4,0,1,27,0,2,1,1,14313,5,400,3,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
1247,4,2,3,6,1,6,5,2,0,2,25,0,1,0,1,13327,5,400,3,4,4,1,2,0,0,0,0,0,1,2,1,-1.0,1,0
1280,1,1,2,5,1,7,2,2,0,1,51,0,1,0,3,5555,12,400,3,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,2,1
1288,3,4,5,13,1,1,4,4,1,1,57,0,1,0,2,8760,16,400,3,4,4,1,7,0,0,0,3,0,1,1,1,-1.0,1,0
1301,5,4,6,9,1,1,6,5,1,1,48,0,0,0,1,6669,1,400,4,4,4,3,7,0,0,0,6,0,1,1,0,-1.0,1,0
1310,3,4,6,6,1,5,4,4,1,1,41,0,1,0,3,12737,7,400,2,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,2,0
1314,8,2,6,17,1,5,9,2,0,2,33,0,2,1,0,14990,6,400,1,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,0,0
1325,1,2,1,9,1,2,2,2,0,2,26,0,2,1,1,7738,5,400,3,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
1329,2,3,5,13,1,5,3,4,1,1,34,1,1,0,1,14899,7,400,2,4,4,0,5,0,0,0,1,0,1,2,1,-1.0,1,0
1333,7,3,4,9,1,5,1,4,1,1,28,1,1,0,2,2951,8,400,2,4,4,3,5,0,0,0,3,0,1,0,1,-1.0,1,0
1342,2,4,1,9,1,7,3,5,0,1,32,0,2,1,1,3369,5,400,4,4,4,0,3,0,0,0,1,0,1,0,2,-1.0,1,0
1350,2,2,5,17,1,2,3,3,0,1,35,0,1,0,1,4212,13,400,3,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,0
1352,7,2,6,2,1,7,8,2,0,1,55,0,2,1,1,357,8,400,3,4,4,0,7,0,0,1,6,0,1,0,2,-1.0,1,0
1362,1,3,6,13,1,6,2,4,0,1,33,0,1,0,1,7978,15,400,1,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
