,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
56,7,5,5,6,1,2,1,3,1,2,31,0,4,1,5,2366,8,400,2,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,2,0
64,11,1,1,18,1,1,12,2,1,1,74,0,0,0,1,14284,16,400,1,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
65,3,4,1,6,1,2,4,4,1,2,39,0,1,0,5,15359,1,400,1,4,4,1,0,0,0,0,0,0,1,2,1,-1.0,2,0
79,4,4,5,13,1,6,5,4,1,1,46,0,1,0,1,15281,9,400,3,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
82,2,2,6,17,1,5,3,3,1,2,21,0,1,0,1,15420,3,400,4,4,4,0,4,0,0,0,1,0,1,2,1,-1.0,1,1
85,9,2,1,13,1,6,10,3,1,1,23,0,1,0,1,5828,11,400,2,4,4,1,3,0,0,0,0,0,1,0,1,-1.0,1,0
86,1,3,4,17,1,1,2,3,1,2,31,0,0,0,1,5781,9,400,1,4,4,0,4,0,0,0,0,0,1,0,0,-1.0,1,1
88,8,3,5,13,1,2,6,1,1,1,36,0,0,0,0,12245,7,400,1,4,4,1,6,0,0,0,3,0,1,2,0,-1.0,0,1
96,0,3,3,13,1,5,1,3,1,1,41,0,1,0,2,14256,11,400,2,4,4,0,6,0,0,0,0,0,1,2,1,-1.0,1,0
102,8,1,6,17,1,5,9,1,1,1,59,1,0,0,1,8084,5,400,3,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
106,4,3,6,17,1,7,5,4,1,1,72,1,1,0,1,45,16,400,1,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
108,1,5,3,13,1,2,2,5,1,2,36,0,1,0,1,12452,13,400,1,4,4,5,6,0,0,0,6,0,1,2,1,-1.0,1,0
125,10,3,3,9,1,6,11,4,1,1,49,0,2,1,1,4404,10,400,2,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
126,6,3,5,17,1,5,7,4,1,1,56,1,1,0,1,1839,6,400,2,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,1,0
130,11,2,3,17,1,2,12,2,1,1,37,0,2,1,1,6301,14,400,1,4,4,0,6,0,0,0,6,4,2,1,2,-1.0,1,1
132,7,5,0,9,1,6,1,4,1,1,37,0,2,1,2,7922,9,400,3,4,4,3,4,0,0,1,1,0,1,1,2,-1.0,1,0
135,9,1,3,13,1,1,10,2,1,1,55,0,0,0,1,629,13,400,3,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
136,11,1,0,15,1,1,12,1,1,1,54,0,1,0,2,12759,2,400,2,4,4,3,7,0,0,0,1,0,1,2,1,-1.0,1,0
145,4,3,5,6,1,6,5,3,1,2,33,0,2,1,1,3612,12,400,2,4,4,0,4,0,0,0,0,0,1,0,2,-1.0,1,0
150,2,4,3,6,1,6,3,4,1,1,72,1,0,0,2,1022,6,400,1,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,0
155,1,2,2,13,1,5,2,3,1,2,26,0,0,0,1,13178,4,400,4,4,4,3,5,0,0,0,6,0,1,2,0,-1.0,1,0
158,1,3,4,13,1,5,2,3,1,1,55,0,1,0,2,1327,14,500,4,4,4,5,6,0,0,0,1,2,1,0,1,-1.0,1,0
159,8,5,1,9,1,7,7,3,1,1,32,1,0,0,1,12951,10,400,2,4,4,1,6,0,0,0,0,0,1,2,0,-1.0,1,0
164,8,2,5,13,1,6,9,2,1,1,28,0,2,1,1,2697,1,400,1,4,4,5,5,0,0,0,1,0,1,0,2,-1.0,1,0
167,11,1,0,9,1,5,12,2,1,1,46,0,1,0,1,11088,14,400,4,4,4,1,7,0,0,0,1,0,1,1,1,-1.0,1,0
172,10,1,3,17,1,7,11,3,1,1,37,0,2,1,2,11726,14,400,2,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
175,9,1,6,17,1,2,10,3,1,1,64,0,2,1,2,948,6,400,3,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,1,0
176,11,4,5,17,1,2,11,1,1,1,52,1,0,0,1,9684,9,400,1,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,1,0
182,7,3,4,6,1,5,7,4,1,1,21,0,1,0,2,27,1,400,2,4,4,5,4,0,0,0,6,0,1,0,1,-1.0,1,0
188,2,4,4,17,1,2,5,4,1,1,30,1,0,0,5,8755,10,400,1,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,2,0
192,11,4,2,17,1,5,11,1,1,1,59,0,2,1,1,4682,16,700,4,4,4,0,7,0,0,0,0,0,1,0,2,-1.0,1,0
193,6,2,6,17,1,6,7,3,1,1,29,0,2,1,1,807,5,400,1,4,4,5,5,0,0,0,0,0,1,0,2,-1.0,1,0
196,5,3,5,2,1,6,2,5,1,2,27,0,2,1,3,12241,8,500,2,4,4,5,6,0,0,0,6,2,1,2,2,-1.0,2,0
198,9,1,1,13,1,7,10,2,1,1,38,0,1,0,1,2173,14,400,1,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,1,0
206,3,5,1,13,1,2,4,5,1,2,23,0,2,1,1,7643,1,400,2,4,4,5,4,0,0,0,6,0,1,1,2,-1.0,1,0
209,11,5,4,17,1,5,12,5,1,1,47,0,2,1,1,14029,9,400,1,4,4,0,7,0,0,0,0,4,2,2,2,-1.0,1,0
213,11,2,4,17,1,5,12,2,1,1,32,0,1,0,1,6445,6,400,4,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
216,1,2,0,9,1,5,2,3,1,1,78,0,2,1,1,14715,10,400,3,4,4,3,7,0,0,0,0,0,1,2,2,-1.0,1,0
218,11,4,2,13,1,7,10,1,1,1,39,0,1,0,2,3687,10,400,3,4,4,5,7,0,0,0,0,0,1,0,1,-1.0,1,0
234,4,3,1,13,1,3,5,4,1,1,54,0,0,0,1,239,7,400,2,4,4,0,7,0,0,0,3,0,1,0,0,-1.0,1,0
241,6,2,4,17,1,5,7,2,1,1,26,0,1,0,1,5797,2,400,2,3,3,1,5,0,0,0,0,4,2,0,1,-1.0,1,0
245,8,2,1,17,1,1,9,2,1,1,57,0,0,0,1,2756,16,400,1,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
246,9,5,5,13,1,5,3,5,1,2,33,1,1,0,1,1353,9,400,3,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
270,0,4,1,17,1,7,1,4,1,1,63,0,2,1,1,6483,10,400,2,4,4,3,7,0,0,0,3,0,1,1,2,-1.0,1,0
271,6,3,1,6,1,5,7,4,1,1,40,0,1,0,1,13068,14,400,2,4,4,3,6,0,0,0,1,0,1,2,1,-1.0,1,1
280,3,4,0,6,1,2,8,4,1,2,0,0,0,0,5,1556,10,400,2,4,4,0,0,1,0,0,0,0,1,0,0,-1.0,2,1
281,6,2,6,17,1,1,7,2,1,1,62,0,1,0,0,14695,7,400,4,4,4,1,5,0,0,0,3,0,1,2,1,-1.0,0,0
282,10,1,0,17,1,1,11,1,1,1,51,1,0,0,0,1017,13,400,2,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,0,0
287,2,3,2,0,1,2,3,3,1,2,33,0,1,0,2,8666,11,400,4,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,1
288,8,2,1,17,1,6,7,2,1,1,39,0,2,1,2,14071,15,400,2,4,4,5,6,0,0,0,3,4,2,2,2,-1.0,1,0
289,2,4,3,18,1,2,8,3,1,1,44,0,2,1,3,11056,5,400,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,2,0
291,11,3,6,13,1,7,12,3,1,1,60,0,1,0,0,11282,5,400,4,4,4,1,7,0,0,0,6,0,1,1,1,-1.0,0,0
295,11,5,6,6,1,7,12,5,1,1,45,1,1,0,1,14922,10,400,4,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
298,0,3,4,17,1,1,1,4,1,1,34,0,1,0,2,10588,14,400,1,4,4,1,5,0,0,0,6,0,1,1,1,-1.0,1,0
301,10,1,1,9,1,2,11,3,1,1,62,0,1,0,0,2713,3,400,4,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,0,0
314,5,4,0,13,1,2,6,5,1,2,30,0,2,1,1,15191,11,400,4,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
315,4,3,1,5,1,6,5,3,1,1,74,0,0,0,0,181,8,400,4,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,0,0
334,4,4,0,13,1,5,5,4,1,1,38,0,0,0,0,8693,9,400,3,4,4,0,7,0,0,0,1,0,3,1,0,-1.0,0,0
339,1,2,0,9,1,7,2,3,1,1,30,0,0,0,2,7944,11,400,2,4,4,3,5,0,0,0,6,0,1,1,0,-1.0,1,0
347,11,3,1,17,1,7,12,4,1,1,35,0,1,0,1,6526,8,400,2,4,4,0,4,0,0,0,0,0,1,1,1,-1.0,1,1
361,8,4,5,17,1,7,7,4,1,1,41,0,2,1,0,11000,1,400,2,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,0,0
362,2,4,0,2,1,1,3,4,1,1,41,0,6,2,5,3070,4,700,1,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,2,0
363,0,4,0,13,1,1,7,3,1,2,25,0,0,0,1,3054,6,400,4,4,4,0,2,0,0,0,0,0,1,0,0,-1.0,1,1
365,9,2,0,9,1,1,10,2,1,1,31,1,1,0,1,4569,13,400,4,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
366,10,1,6,13,1,7,11,1,1,1,44,0,2,1,1,13697,9,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
369,2,2,4,6,1,3,3,2,1,2,17,0,4,1,5,8638,10,400,3,4,4,0,1,0,0,0,6,0,1,1,1,-1.0,2,0
384,0,3,5,9,1,5,1,5,1,2,62,1,2,1,1,12702,15,400,4,4,4,1,7,0,0,0,3,0,1,2,2,-1.0,1,0
390,11,1,0,13,1,6,12,1,1,1,75,1,2,1,1,6170,6,700,1,4,4,1,7,0,0,1,0,0,1,1,2,-1.0,1,0
394,9,1,0,17,1,1,10,1,1,1,36,0,2,1,1,351,6,400,1,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
399,11,4,5,0,1,6,9,4,1,1,27,0,1,0,2,14386,14,400,2,4,4,1,6,0,0,0,0,4,2,2,1,-1.0,1,0
401,5,5,3,9,1,2,6,5,1,2,33,0,2,1,2,7521,12,400,1,4,4,0,5,0,0,0,6,0,1,1,2,-1.0,1,0
404,3,4,0,15,1,1,4,4,1,1,23,0,2,1,2,13792,10,400,1,4,4,5,5,0,0,0,6,0,1,2,2,-1.0,1,0
405,9,1,4,13,1,5,10,1,1,1,27,0,2,1,1,8920,10,400,4,4,4,3,5,0,0,1,3,0,1,1,2,-1.0,1,0
410,3,4,0,2,1,2,4,5,1,1,38,0,2,1,3,2172,14,400,1,4,4,0,7,0,0,0,6,0,1,0,2,-1.0,2,0
413,3,1,2,6,1,5,4,2,1,2,0,0,2,1,5,9561,4,400,2,4,4,5,0,0,0,0,0,0,1,1,2,-1.0,2,0
415,7,3,0,3,1,7,8,4,1,1,33,0,0,0,1,14656,9,400,1,4,4,0,5,0,0,0,0,0,1,2,0,-1.0,1,0
418,0,2,3,17,1,2,1,2,1,2,26,1,1,0,2,5562,5,400,2,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,1,0
420,11,2,5,13,1,6,12,2,1,1,34,0,1,0,1,4214,11,400,3,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
421,11,1,1,13,1,5,12,2,1,1,38,0,0,0,1,1489,15,700,1,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,0
423,8,1,4,9,1,1,9,1,1,1,55,0,2,1,1,8024,8,400,2,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
425,2,3,1,5,1,7,3,4,1,1,46,1,2,1,2,10548,12,400,4,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,1,0
434,5,4,2,17,1,7,6,4,1,1,26,0,0,0,1,8258,11,400,3,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
437,10,2,5,13,1,2,11,3,1,1,46,0,2,1,1,12975,5,400,1,4,4,3,6,0,0,0,3,0,1,2,2,-1.0,1,0
438,11,5,6,13,1,5,12,5,1,1,59,1,1,0,5,2668,1,400,2,4,4,1,7,0,0,0,6,4,2,0,1,-1.0,2,0
443,6,2,3,13,1,7,7,4,1,1,39,0,2,1,2,11036,16,400,2,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
449,10,4,0,9,1,7,10,5,1,1,34,0,1,0,1,7792,16,400,2,4,4,0,6,1,0,0,1,4,2,1,1,-1.0,1,0
455,11,1,2,13,1,6,12,3,1,1,41,0,1,0,1,10134,10,400,1,4,4,3,6,1,0,0,6,0,1,1,1,-1.0,1,0
457,0,5,0,2,1,1,1,5,1,2,31,0,2,1,5,914,6,400,3,4,4,5,5,0,0,0,3,0,1,0,2,-1.0,2,0
468,2,2,3,9,1,7,3,4,1,1,50,0,1,0,2,8521,11,400,1,4,4,5,7,1,0,0,6,0,1,1,1,-1.0,1,1
472,6,3,4,17,1,7,7,4,1,1,33,1,0,0,1,1424,5,400,4,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,1,0
478,0,3,6,13,1,7,1,3,1,2,27,1,1,0,1,11651,5,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
496,1,2,2,13,1,6,2,3,1,2,30,1,0,0,1,898,2,400,1,4,4,0,5,0,0,0,3,0,1,0,0,-1.0,1,0
498,5,4,4,9,1,1,6,4,1,2,29,0,1,0,1,4694,12,400,3,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
506,6,3,0,17,1,6,7,4,1,1,66,0,0,0,0,9177,13,700,3,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,0,0
507,8,2,5,17,1,5,9,2,1,1,29,0,1,0,2,5154,11,400,3,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
509,8,3,5,13,1,5,9,3,1,1,41,1,0,0,1,9983,13,700,1,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,1,0
510,7,2,4,13,1,5,8,2,1,1,48,0,0,0,0,3606,16,400,4,4,4,1,4,0,0,0,0,0,1,0,0,-1.0,0,0
511,10,2,0,13,1,1,11,2,1,1,52,0,1,0,1,10128,6,400,1,4,4,3,7,0,0,0,0,0,3,1,1,-1.0,1,0
517,11,2,1,13,1,7,11,1,1,1,54,1,0,0,1,13860,8,400,2,2,4,1,7,0,0,0,0,0,1,2,0,-1.0,1,0
519,9,1,0,13,1,5,10,2,1,1,28,0,0,0,2,7730,15,400,1,4,4,1,5,0,0,0,6,0,1,1,0,-1.0,1,1
523,8,3,5,9,1,5,9,4,1,1,45,1,0,0,2,3812,1,400,1,4,4,3,6,0,0,0,6,0,1,0,0,-1.0,1,0
533,7,1,1,17,1,7,8,2,1,1,60,0,2,1,2,10602,16,400,2,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
538,8,1,6,9,1,1,9,1,1,1,34,0,1,0,2,14902,11,400,1,4,4,0,6,0,0,0,1,0,1,2,1,-1.0,1,0
542,1,3,0,17,1,6,2,4,1,1,51,1,1,0,1,9214,5,400,1,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
549,9,4,4,2,1,7,5,3,1,1,37,0,2,1,2,7376,4,400,3,4,4,3,6,0,0,0,1,0,1,1,2,-1.0,1,0
550,2,4,1,9,1,6,3,4,1,1,30,0,0,0,1,4791,5,400,4,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
560,7,3,0,17,1,7,8,4,1,1,44,1,1,0,1,7136,2,400,4,4,4,0,7,0,0,0,0,0,1,1,1,-1.0,1,0
563,3,3,0,6,1,5,4,4,1,2,0,0,2,1,5,3097,15,400,1,4,4,3,0,0,0,0,0,0,1,0,2,-1.0,2,0
569,6,2,6,17,1,5,7,2,1,1,29,1,2,1,1,10756,4,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
573,2,3,1,5,1,7,3,4,1,1,27,0,1,0,2,3324,1,400,4,4,4,5,5,0,0,0,0,0,1,0,1,-1.0,1,0
581,8,2,1,13,1,6,9,5,1,1,52,0,0,0,0,13871,2,400,1,4,4,0,6,0,0,0,1,0,1,2,0,-1.0,0,0
586,8,4,5,17,1,7,9,4,1,1,53,0,0,0,2,2288,8,400,1,4,4,3,7,0,0,0,3,0,1,0,0,-1.0,1,0
600,1,3,1,17,1,7,2,3,1,1,70,0,0,0,1,9311,3,400,1,4,4,0,7,0,0,0,3,0,1,1,0,-1.0,1,0
604,6,4,0,6,1,5,7,5,1,2,30,0,0,0,1,57,5,400,4,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,1,0
605,7,1,2,17,1,2,8,1,1,1,54,0,0,0,1,8657,11,400,4,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,1,0
612,2,3,5,6,1,5,1,3,1,2,0,0,6,2,5,9541,10,400,3,4,4,3,0,0,0,0,0,0,1,1,0,-1.0,2,0
616,1,3,1,9,1,5,2,4,1,1,70,0,2,1,1,6211,9,400,1,4,4,3,7,0,0,1,6,0,1,1,2,-1.0,1,0
621,1,2,0,15,1,7,2,4,1,1,48,0,1,0,2,13455,4,700,1,4,4,5,7,0,0,0,3,0,1,2,1,-1.0,1,0
623,8,1,6,17,1,5,9,2,1,1,48,1,0,0,2,11945,9,400,1,4,4,1,4,0,0,0,3,0,1,2,0,-1.0,1,0
628,7,4,1,17,1,7,8,4,1,1,28,1,0,0,1,1399,5,400,4,4,4,5,5,0,0,0,6,0,1,0,0,-1.0,1,0
634,7,1,0,13,1,2,8,3,1,1,33,0,2,1,1,3305,2,400,1,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,1,0
635,9,2,4,9,1,1,10,2,1,1,32,0,2,1,2,7752,9,400,4,4,4,1,6,0,0,0,0,0,1,1,2,-1.0,1,0
640,10,2,3,13,1,6,11,2,1,1,28,1,0,0,2,7048,11,400,1,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
650,3,3,1,6,1,7,4,4,1,1,31,0,2,1,1,6213,12,400,3,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
653,8,1,5,13,1,6,9,1,1,1,30,0,1,0,2,14901,8,400,3,4,4,3,6,0,0,0,3,0,1,2,1,-1.0,1,0
655,4,5,1,13,1,2,5,5,1,1,42,0,2,1,2,12051,14,400,2,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,1,0
658,7,4,0,13,1,7,8,5,1,1,57,1,2,1,2,6674,16,400,3,4,4,0,7,0,0,0,3,0,1,1,2,-1.0,1,0
663,2,2,1,13,1,2,3,2,1,2,30,0,1,0,2,7962,7,400,1,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
666,0,3,6,17,1,5,1,4,1,2,33,0,2,1,2,8070,8,400,3,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
670,8,3,1,16,1,7,9,3,1,1,27,0,0,0,1,5108,11,400,4,4,4,1,5,0,0,0,0,0,1,0,0,-1.0,1,0
672,3,3,2,13,1,5,4,4,1,2,27,1,1,0,1,3963,3,400,3,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
673,2,3,4,13,1,2,3,3,1,2,28,0,1,0,2,8312,4,400,4,4,4,3,5,0,0,0,0,0,1,1,1,-1.0,1,0
679,4,3,2,13,1,2,5,3,1,2,22,0,0,0,0,607,4,400,1,4,4,3,4,0,0,0,0,0,1,0,0,-1.0,0,1
685,0,3,4,17,1,5,1,5,1,1,37,0,0,0,1,7291,7,400,2,4,4,3,7,0,0,0,6,0,1,1,0,-1.0,1,0
687,11,2,5,17,1,5,12,3,1,1,44,1,0,0,1,14563,14,400,3,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,1,0
692,7,4,5,6,1,7,9,3,1,1,53,0,0,0,1,2413,9,400,3,4,4,1,7,0,0,0,3,0,1,0,0,-1.0,1,0
693,6,3,3,6,1,6,7,4,1,1,39,1,2,1,2,15357,1,400,4,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
694,9,2,2,13,1,5,3,4,1,1,76,0,1,0,2,13325,3,400,3,4,4,3,7,1,0,0,3,0,1,2,1,-1.0,1,0
698,11,2,3,13,1,1,11,3,1,1,57,0,0,0,1,11680,4,500,4,4,4,0,7,0,0,0,6,2,1,2,0,-1.0,1,0
707,10,2,0,17,1,2,11,3,1,1,44,0,0,0,1,9649,7,400,3,4,4,0,6,0,0,0,1,0,1,1,0,-1.0,1,0
712,10,3,6,9,1,7,11,3,1,1,45,0,1,0,1,500,12,400,1,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
714,11,2,6,17,1,5,12,3,1,1,65,0,1,0,1,11524,4,400,3,4,4,3,7,0,0,0,0,0,1,2,1,-1.0,1,0
715,7,4,1,17,1,6,8,4,1,1,31,1,0,0,2,643,14,400,3,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
717,10,4,2,9,1,5,10,2,1,1,39,0,1,0,1,2093,15,400,4,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
721,6,3,2,9,1,5,7,4,1,1,41,0,1,0,5,4554,2,400,2,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,2,1
722,7,5,6,9,1,7,8,5,1,1,72,0,1,0,1,12788,3,400,2,4,4,0,7,0,0,0,1,0,1,2,1,-1.0,1,0
723,5,2,5,6,1,6,2,2,1,2,0,0,0,0,5,5061,7,400,4,4,4,3,0,0,0,0,0,0,1,0,0,-1.0,2,1
729,2,3,1,9,1,2,3,3,1,2,30,0,1,0,1,5917,14,500,4,4,4,5,5,0,0,0,0,2,1,0,1,-1.0,1,0
730,0,1,2,2,1,6,1,3,1,2,28,0,1,0,2,8967,1,400,1,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
731,9,5,5,17,1,6,3,4,1,2,31,0,0,0,0,11165,8,400,3,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,0,0
736,8,2,0,17,1,6,11,4,1,1,42,0,0,0,1,10119,13,400,2,4,4,0,6,1,0,0,0,0,1,1,0,-1.0,1,0
739,2,2,3,17,1,2,3,2,1,2,22,0,1,0,1,9575,16,400,3,4,4,5,4,0,0,0,1,0,1,1,1,-1.0,1,0
744,10,3,0,13,1,6,10,4,1,1,29,0,0,0,2,14538,5,400,3,4,4,3,6,0,0,0,6,0,1,2,0,-1.0,1,0
749,0,3,0,13,1,6,1,3,1,1,59,0,1,0,1,50,9,400,4,4,4,5,7,0,0,0,3,0,1,0,1,-1.0,1,0
751,2,4,4,13,1,1,3,4,1,1,26,1,1,0,1,4690,6,400,3,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
756,1,2,4,17,1,5,2,3,1,2,45,0,1,0,1,12107,1,400,4,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
761,7,1,3,13,1,6,10,3,1,1,52,0,1,0,0,10947,5,400,3,4,4,1,7,0,0,0,0,0,1,1,1,-1.0,0,0
762,10,1,5,13,1,6,11,1,1,1,30,0,2,1,2,10659,4,400,2,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
763,6,5,5,13,1,6,7,5,1,1,29,0,1,0,1,4380,9,400,2,4,4,1,3,0,0,0,6,0,1,0,1,-1.0,1,0
764,11,3,0,9,1,3,11,1,1,1,40,0,2,1,0,14872,5,400,2,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,0,0
771,1,4,5,17,1,5,2,4,1,1,29,1,0,0,1,7880,12,400,2,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
774,1,4,1,17,1,2,2,4,1,2,24,0,1,0,1,4167,2,400,4,4,4,3,4,0,0,0,1,0,1,0,1,-1.0,1,0
777,5,3,5,13,1,6,6,3,1,1,55,1,0,0,1,9117,2,400,4,4,4,3,7,0,0,0,6,0,1,1,0,-1.0,1,0
778,5,1,5,13,1,5,6,3,1,2,33,0,0,0,1,15264,12,400,4,4,4,1,6,1,0,0,6,0,1,2,0,-1.0,1,0
780,8,3,0,17,1,7,10,1,1,1,44,0,0,0,1,13647,7,400,3,4,4,3,5,0,0,0,0,0,1,2,0,-1.0,1,0
782,7,3,6,6,1,7,8,3,1,1,41,0,1,0,1,10846,9,400,3,4,4,3,7,0,0,0,0,0,1,1,1,-1.0,1,1
785,3,4,5,6,1,5,4,4,1,2,0,0,2,1,5,7430,5,400,2,4,4,3,0,0,0,0,0,0,1,1,2,-1.0,2,0
795,2,3,6,17,1,1,5,5,1,2,30,1,0,0,1,5739,8,400,3,4,4,0,5,0,0,0,6,0,1,0,0,-1.0,1,0
