,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
781,11,3,6,2,1,7,12,3,0,1,36,0,1,0,1,6392,3,400,3,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
790,2,2,5,13,0,6,3,2,1,1,40,0,1,0,1,5500,8,400,1,4,4,3,5,0,0,0,3,0,1,0,1,-1.0,1,0
821,11,3,0,2,1,7,12,3,0,1,38,0,2,1,2,5456,1,400,1,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
846,6,2,0,17,1,6,7,2,0,1,40,0,2,1,1,7212,10,400,2,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
857,2,3,1,17,0,6,3,4,0,1,34,0,1,0,0,6610,1,400,3,4,4,0,4,0,0,0,0,0,1,1,1,-1.0,0,0
861,2,2,6,13,0,6,3,3,1,1,37,0,2,1,1,9191,4,400,3,4,4,1,6,0,0,0,3,0,1,1,2,-1.0,1,0
880,9,2,5,3,1,6,10,2,0,1,28,0,1,0,1,13483,6,400,3,4,4,0,5,0,0,0,6,4,2,2,1,-1.0,1,0
891,10,4,1,9,1,6,11,4,0,1,31,0,1,0,1,7461,10,400,1,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,1
906,6,4,3,6,1,6,11,4,0,1,40,0,4,1,5,4717,12,400,2,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,2,1
911,8,3,4,17,1,2,9,4,0,1,47,0,2,1,5,13297,14,400,3,4,4,3,5,1,0,0,0,0,1,2,2,-1.0,2,0
940,10,1,4,2,1,1,11,1,0,1,47,0,2,1,3,3039,8,700,3,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,2,0
962,0,1,0,6,0,6,1,1,1,2,0,0,2,1,5,13906,3,400,2,4,4,0,0,0,0,0,0,0,1,2,2,-1.0,2,0
989,10,2,3,13,1,6,11,2,0,1,63,0,0,0,1,4828,6,400,4,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,1,0
1011,10,2,5,17,1,6,11,2,0,1,33,0,1,0,2,7851,8,400,1,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
1016,4,1,1,17,1,7,5,3,0,1,33,0,2,1,1,6625,7,400,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
1026,10,4,3,2,1,7,10,2,0,2,35,1,1,0,2,2327,16,400,3,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
1032,8,1,0,17,1,1,9,2,0,2,33,0,1,0,1,1723,9,400,2,4,4,3,5,0,0,0,0,4,3,0,1,-1.0,1,0
1038,6,2,2,17,1,7,7,3,0,1,45,0,1,0,1,9417,10,400,4,4,4,1,5,0,0,0,6,0,1,1,1,-1.0,1,0
1092,0,2,5,6,0,7,1,4,1,1,44,1,0,0,0,6561,16,400,3,4,4,0,6,0,0,0,6,0,3,1,0,-1.0,0,0
1093,2,3,0,17,0,6,3,3,1,1,40,0,1,0,2,4788,16,400,1,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
1095,10,2,2,17,1,6,11,2,0,1,47,0,1,0,1,5509,15,500,4,4,4,1,6,0,0,0,0,2,1,0,1,-1.0,1,0
1096,5,4,1,13,0,6,6,4,1,1,46,0,2,1,2,4764,1,400,3,4,4,3,7,0,0,0,3,0,1,0,2,-1.0,1,0
1097,8,5,3,6,1,7,9,5,0,2,26,0,1,0,1,884,12,400,1,4,4,3,5,0,0,0,6,0,1,0,1,-1.0,1,0
1103,8,4,6,6,1,5,7,3,0,3,44,0,2,1,1,960,2,400,1,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
1104,5,3,2,16,0,6,6,3,1,1,45,0,1,0,3,14260,11,400,1,4,4,1,7,0,0,0,6,4,2,2,1,-1.0,2,0
1106,9,4,2,17,1,2,10,4,0,2,25,1,1,0,2,11085,3,400,1,4,4,0,4,0,0,0,6,0,1,1,1,-1.0,1,0
1107,7,5,6,13,0,6,1,1,0,1,45,1,2,1,1,315,4,400,2,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
1117,1,1,0,17,0,6,2,2,1,1,46,1,2,1,1,15168,13,400,4,4,4,3,7,0,0,0,6,0,1,2,2,-1.0,1,0
1129,6,2,1,13,1,7,7,3,0,1,48,0,2,1,1,10614,13,400,4,4,4,5,5,0,0,0,0,0,1,1,2,-1.0,1,0
1164,10,4,2,18,1,2,11,4,0,3,43,0,1,0,4,3551,4,400,1,4,4,0,6,0,0,1,0,0,1,0,1,-1.0,2,0
1168,5,3,2,9,0,7,6,4,1,1,29,1,1,0,1,5119,1,400,3,4,4,3,5,0,0,0,3,0,1,0,1,-1.0,1,0
1173,11,3,1,17,1,6,12,3,0,1,27,0,1,0,2,5134,7,400,1,4,4,5,6,0,0,0,3,0,1,0,1,-1.0,1,0
1174,8,4,0,13,1,5,7,1,0,1,35,0,1,0,0,2397,1,400,4,4,4,1,4,0,0,0,1,0,1,0,1,-1.0,0,0
1188,7,2,5,9,1,5,8,2,0,1,35,0,0,0,1,10827,5,400,4,4,4,1,5,0,0,0,1,0,1,1,0,-1.0,1,0
1198,11,1,6,13,1,7,12,1,0,2,32,1,2,1,1,14706,3,400,3,4,4,5,4,0,0,0,1,0,1,2,2,-1.0,1,0
1203,9,1,1,2,1,2,10,1,0,2,35,0,1,0,1,5068,13,400,4,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
1204,0,2,4,6,0,2,1,3,1,1,57,0,1,0,2,12631,2,400,3,4,4,1,7,1,1,1,6,0,1,2,1,-1.0,1,0
1221,7,4,1,6,1,5,8,4,0,2,43,1,2,1,1,1041,12,400,1,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,1,0
1240,9,4,5,2,1,1,10,4,0,1,36,0,2,1,1,6654,14,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
1243,0,2,6,6,0,7,1,2,1,1,59,1,2,1,1,9061,1,400,3,4,4,0,6,0,0,0,3,0,1,1,2,-1.0,1,0
1251,11,4,6,13,1,6,12,4,0,2,34,0,2,1,1,5873,3,400,3,4,4,0,3,0,0,0,0,0,1,0,2,-1.0,1,0
1264,0,3,5,13,0,7,1,3,1,2,35,0,1,0,2,12701,11,400,1,4,4,1,6,0,0,0,3,0,1,2,1,-1.0,1,0
1273,11,3,4,17,1,6,12,3,0,2,20,0,1,0,0,14510,5,400,4,4,4,1,1,0,0,0,0,0,1,2,1,-1.0,0,0
1289,8,3,3,13,1,7,9,3,0,2,35,1,2,1,1,9920,9,400,1,4,4,3,6,0,0,0,0,1,1,1,2,-1.0,1,0
1298,11,1,5,9,1,3,12,2,0,1,44,0,1,0,1,13158,16,400,4,4,4,0,6,0,0,0,6,0,1,2,1,-1.0,1,0
1309,9,1,1,2,1,6,10,2,0,1,71,0,2,1,1,10593,13,400,4,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
1312,3,1,6,2,1,2,4,1,0,1,43,1,1,0,1,8421,1,400,1,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
1326,6,5,5,9,1,6,7,5,0,1,49,0,1,0,1,4776,2,400,3,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,1
1346,8,5,1,6,1,7,7,1,0,2,27,0,1,0,5,11278,11,400,3,4,4,3,0,0,0,0,0,4,2,1,1,-1.0,2,0
1367,0,4,1,6,0,6,1,4,0,1,37,0,1,0,0,10314,5,400,1,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,0,0
1369,9,3,3,3,1,6,10,4,0,2,31,1,1,0,1,15411,10,400,3,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,0
1372,7,1,3,13,1,1,8,2,0,1,52,0,0,0,1,199,4,400,4,4,4,3,5,0,0,0,6,0,1,0,0,-1.0,1,0
1421,0,4,3,9,0,6,1,4,1,1,52,1,0,0,1,8511,14,400,1,3,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
1425,0,1,3,6,0,2,1,3,1,2,28,0,1,0,1,11211,8,400,1,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,1
1426,6,3,3,13,0,6,6,3,1,1,64,0,0,0,0,932,5,400,4,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,0,0
1488,1,2,4,5,0,5,2,3,1,1,45,1,1,0,2,820,10,400,1,4,4,3,5,0,0,0,6,1,2,0,1,-1.0,1,0
1490,11,5,4,9,1,4,11,1,0,2,37,0,2,1,1,12751,14,500,4,4,4,3,6,0,0,0,3,2,1,2,2,-1.0,1,0
1495,1,1,0,17,0,7,2,4,1,2,27,1,0,0,1,15124,2,400,3,4,4,3,5,0,0,0,0,0,1,2,0,-1.0,1,0
1509,9,1,2,17,1,5,3,1,0,1,57,0,1,0,1,14544,9,400,2,4,4,1,7,0,0,0,6,0,1,2,1,-1.0,1,0
1510,1,2,2,13,0,6,2,5,1,1,49,0,2,1,5,5679,1,400,4,4,4,0,7,0,0,0,6,0,1,0,2,-1.0,2,0
1530,10,5,2,13,1,2,11,5,0,2,42,0,2,1,1,13383,12,400,2,4,4,5,7,0,0,0,6,0,1,2,2,-1.0,1,0
1571,0,1,4,13,0,5,1,1,1,1,48,0,1,0,2,610,3,400,2,4,4,5,6,0,0,0,0,4,2,0,1,-1.0,1,0
1599,4,2,1,9,1,2,5,2,0,1,35,0,1,0,1,7056,2,400,2,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
1602,4,1,1,9,1,2,5,1,0,2,38,0,2,1,2,287,1,400,1,4,4,3,7,0,0,0,3,0,1,0,2,-1.0,1,0
1628,9,3,4,13,1,2,10,3,0,1,28,0,1,0,1,9509,16,400,3,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
1642,5,4,1,9,0,7,6,4,1,1,56,0,2,1,5,11218,8,400,3,4,4,5,7,0,0,0,1,0,1,1,2,-1.0,2,0
1644,11,4,1,0,1,7,12,4,0,2,30,0,0,0,1,6542,2,400,1,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
1646,0,3,2,2,0,2,1,3,1,1,34,1,0,0,2,4888,5,400,3,4,4,3,5,0,1,0,0,0,1,0,0,-1.0,1,0
1652,0,4,3,13,0,2,1,4,1,2,32,1,0,0,2,12576,12,400,2,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,1,0
1653,5,4,6,17,0,1,2,1,1,1,29,0,0,0,1,13797,7,400,1,4,4,3,4,0,0,0,1,0,1,2,0,-1.0,1,1
1662,8,5,2,17,1,2,9,5,0,2,34,0,0,0,0,14509,8,400,2,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,0,0
1665,2,4,1,6,0,6,3,4,1,1,34,0,2,1,5,8591,5,400,3,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,2,0
1685,11,2,6,9,1,1,12,4,0,2,32,0,1,0,1,12354,12,400,3,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
1699,4,1,3,6,1,2,5,2,0,1,56,0,2,1,1,8708,15,400,4,4,4,1,7,0,0,0,1,0,1,1,2,-1.0,1,0
1706,6,5,4,13,0,6,6,1,1,1,45,0,1,0,1,11721,3,400,2,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
1712,4,1,4,6,1,5,5,2,0,1,43,1,4,1,5,5356,9,400,2,4,4,1,3,0,0,0,0,2,2,0,1,-1.0,2,1
1713,4,4,0,17,0,5,1,4,1,1,45,0,1,0,1,5097,10,400,1,4,4,1,6,0,0,0,1,1,1,0,1,-1.0,1,0
1714,5,2,0,6,1,2,6,2,0,1,51,0,2,1,1,7489,12,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
1729,0,4,2,17,0,5,11,1,1,1,56,0,1,0,2,11540,5,400,1,4,4,3,7,0,0,0,1,0,1,2,1,-1.0,1,0
1734,5,3,4,13,1,7,12,2,0,2,38,1,2,1,2,6496,8,400,3,4,4,1,6,0,0,0,0,0,1,1,2,-1.0,1,0
1735,7,3,6,13,1,5,8,3,0,2,33,1,2,1,1,9356,10,400,1,4,4,3,5,0,0,0,3,0,1,1,2,-1.0,1,0
1751,11,5,4,6,1,6,11,1,0,2,23,0,0,0,1,3307,14,400,1,4,4,0,2,0,0,0,0,0,1,0,0,-1.0,1,0
1771,11,5,4,2,1,6,11,1,0,2,41,1,1,0,1,4928,2,400,4,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
1777,10,2,4,13,1,5,11,2,0,2,32,0,2,1,1,7783,14,400,4,4,4,3,4,0,0,0,0,0,1,1,2,-1.0,1,0
1786,7,5,4,9,0,2,1,1,1,1,50,1,0,0,2,11159,15,400,1,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,1,0
1792,11,2,0,17,1,2,12,2,0,2,41,0,2,1,5,6771,6,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,2,0
1817,9,2,2,9,1,2,10,3,0,1,44,0,0,0,0,2563,15,400,2,4,4,0,6,1,0,0,0,4,2,0,0,-1.0,0,0
1831,5,1,5,13,1,6,6,2,0,1,60,1,1,0,2,13318,8,400,2,4,4,3,7,0,0,0,3,0,1,2,1,-1.0,1,0
1863,9,3,5,17,1,6,10,3,0,2,34,0,2,1,1,14265,2,400,3,4,4,0,5,0,0,0,0,0,1,2,2,-1.0,1,0
1864,9,4,5,18,1,6,10,5,0,1,43,1,0,0,2,12181,8,400,1,4,4,0,6,0,0,0,6,4,2,2,0,-1.0,1,0
1871,0,4,1,17,0,6,1,4,1,1,36,0,2,1,2,11802,1,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
1872,10,5,2,2,1,7,10,1,0,1,53,1,2,1,1,10734,7,400,4,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,1,0
1878,10,4,4,9,1,5,11,4,0,1,45,1,2,1,2,11700,3,400,1,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
1879,3,1,1,6,1,7,4,2,0,1,37,1,1,0,1,13599,5,400,4,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,0
1882,9,3,0,17,1,2,10,3,0,2,67,0,2,1,1,12923,5,400,3,4,4,1,7,0,0,0,0,1,1,2,2,-1.0,1,0
1885,6,5,6,13,1,7,7,5,0,1,36,0,1,0,2,7139,8,400,3,4,4,3,5,0,0,0,3,0,1,1,1,-1.0,1,0
1893,8,2,0,2,1,1,9,4,0,1,35,0,2,1,1,3840,4,400,4,4,4,3,5,0,0,0,1,0,1,0,2,-1.0,1,0
1906,2,3,2,17,0,7,3,4,1,1,33,1,1,0,2,11094,3,400,4,4,4,1,6,0,0,0,6,0,1,1,1,-1.0,1,0
