,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
28,0,1,4,5,1,5,1,1,1,1,48,0,0,0,3,15348,16,400,1,4,4,1,7,1,0,0,6,0,1,2,0,-1.0,2,0
34,5,5,0,13,1,6,2,1,1,2,31,0,2,1,1,897,13,400,3,4,4,5,5,0,0,0,1,0,1,0,2,-1.0,1,0
41,4,2,6,17,1,1,5,2,1,1,57,0,0,0,1,6651,11,400,3,4,4,5,7,0,0,0,3,0,1,1,0,-1.0,1,0
46,2,1,4,13,1,2,3,2,1,1,48,1,0,0,1,8321,1,400,1,4,4,5,7,0,0,0,3,0,1,1,0,-1.0,1,0
47,3,4,3,9,1,5,8,1,1,1,53,0,2,1,1,5407,11,500,2,4,4,3,7,0,0,0,3,2,1,0,2,-1.0,1,0
51,4,3,0,2,1,1,5,3,1,1,52,0,2,1,2,6883,9,700,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
52,2,1,5,5,1,6,3,1,1,1,40,0,1,0,3,4507,16,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,2,0
55,0,4,3,17,1,6,9,1,1,2,24,0,0,0,1,8828,6,400,4,4,4,3,3,0,0,0,6,1,1,1,0,-1.0,1,0
57,10,3,4,13,1,1,11,4,1,2,22,0,0,0,1,11030,15,400,3,4,4,1,4,0,0,0,0,0,3,1,0,-1.0,1,0
61,2,3,1,9,1,2,3,3,1,1,49,1,1,0,3,14908,11,400,4,4,4,5,7,1,0,0,6,0,1,2,1,-1.0,2,0
62,1,1,0,2,1,2,2,2,1,1,38,0,6,2,5,5540,13,400,1,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,2,1
71,3,1,4,5,1,1,4,1,1,1,30,0,1,0,2,2218,5,400,4,4,4,5,5,0,0,0,6,0,1,0,1,-1.0,1,0
72,1,2,5,9,1,7,2,2,1,1,40,0,2,1,1,11833,11,500,3,4,4,3,6,0,0,0,0,2,1,2,2,-1.0,1,0
73,4,5,5,2,1,1,8,2,1,1,49,0,6,2,5,545,9,400,3,4,4,1,7,0,0,0,6,0,1,0,0,-1.0,2,0
75,4,1,5,13,1,7,5,1,1,1,47,0,0,0,2,3678,7,400,3,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
76,5,5,6,17,1,7,2,1,1,1,54,1,1,0,1,5671,14,400,4,4,4,0,7,0,0,0,0,4,2,0,1,-1.0,1,0
78,9,4,5,6,1,1,10,4,1,1,36,0,2,1,1,8232,13,400,1,4,4,3,5,0,0,0,3,0,1,1,2,-1.0,1,0
84,10,3,1,13,1,2,11,5,1,1,50,1,0,0,1,15200,14,400,3,4,4,0,7,0,0,0,6,0,1,2,0,-1.0,1,0
90,9,5,4,6,1,2,3,1,1,1,31,1,1,0,1,2797,14,400,2,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,1,0
91,11,5,0,9,1,2,11,1,1,1,74,0,2,1,1,10060,3,400,2,4,4,3,7,0,0,0,0,4,2,1,2,-1.0,1,0
101,5,2,0,13,1,2,6,2,1,1,46,0,1,0,1,2596,13,400,4,4,4,5,7,0,0,0,6,0,1,0,1,-1.0,1,0
105,0,1,3,13,1,6,1,4,1,1,27,0,1,0,1,766,10,500,2,4,4,1,5,0,0,0,0,2,1,0,1,-1.0,1,0
107,6,2,1,13,1,2,7,2,1,1,43,0,2,1,1,6586,16,400,2,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
112,7,2,1,9,1,2,8,2,1,1,37,0,1,0,2,1856,10,400,1,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,1
113,3,2,4,13,1,2,4,3,1,1,34,0,2,1,2,7640,13,400,4,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
115,5,2,5,17,1,7,6,2,1,1,36,0,1,0,2,715,14,500,1,4,4,1,6,0,0,0,0,2,2,0,1,-1.0,1,0
116,9,4,4,13,1,1,10,4,1,1,74,0,1,0,2,12621,9,400,4,4,4,3,7,0,0,0,3,0,1,2,1,-1.0,1,0
117,9,4,0,2,1,1,10,4,1,1,37,0,1,0,2,4352,15,400,1,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
118,0,1,2,13,1,7,1,1,1,1,71,0,0,0,1,516,12,400,4,4,4,3,6,0,0,0,6,0,1,0,0,-1.0,1,0
119,5,1,6,6,1,7,6,1,1,1,22,0,4,1,5,11317,10,400,2,4,4,0,4,0,0,0,0,0,3,1,1,-1.0,2,0
131,4,2,0,18,1,6,5,2,1,1,50,0,0,0,4,5308,3,400,3,4,4,0,5,0,0,0,1,0,1,0,0,-1.0,2,0
140,4,5,1,6,1,6,4,1,1,2,0,0,2,1,5,1801,8,400,3,4,4,5,0,0,0,0,0,0,1,0,2,-1.0,2,0
141,6,3,5,13,1,5,6,1,1,1,36,0,2,1,2,8926,8,500,1,4,4,0,7,0,0,0,0,2,2,1,2,-1.0,1,0
142,2,2,6,12,1,1,3,3,1,1,52,0,0,0,2,11359,12,400,3,4,4,1,7,0,0,0,0,0,1,2,0,-1.0,1,0
147,5,2,1,6,1,2,6,2,1,1,42,0,2,1,1,1202,9,400,3,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
148,0,1,2,9,1,6,1,2,1,2,28,0,2,1,1,14121,1,400,1,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
156,2,1,4,17,1,1,3,1,1,1,44,0,2,1,5,8335,11,400,2,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,2,1
162,9,4,4,6,1,2,10,4,1,2,29,0,1,0,2,14457,11,400,4,4,4,0,5,0,0,0,1,0,1,2,1,-1.0,1,0
163,9,3,0,2,1,2,10,4,1,1,63,1,0,0,2,6554,12,400,2,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,1,0
171,7,4,0,13,1,1,1,1,1,1,42,0,1,0,2,13201,3,400,2,4,4,3,6,0,0,0,1,0,1,2,1,-1.0,1,0
174,1,2,5,9,1,6,2,2,1,1,34,1,0,0,5,2486,3,400,2,4,4,3,5,0,0,0,1,0,1,0,0,-1.0,2,0
183,5,1,4,6,1,1,6,2,1,1,63,0,1,0,0,2140,6,700,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,0,0
184,6,2,1,13,1,2,7,2,1,1,49,0,2,1,3,6789,15,400,1,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,2,0
185,1,1,3,13,1,6,2,2,1,2,32,1,0,0,0,1098,5,400,4,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,0,0
187,4,4,1,6,1,5,4,1,1,2,22,1,4,1,5,827,2,400,4,1,3,0,5,0,0,0,0,0,1,0,1,-1.0,2,0
191,3,2,6,6,1,7,4,2,1,2,0,0,0,0,5,13984,12,400,3,4,4,1,0,0,0,0,0,0,1,2,0,-1.0,2,0
194,4,2,1,6,1,6,5,2,1,1,26,0,2,1,1,224,9,400,2,4,4,5,5,0,0,0,6,0,1,0,2,-1.0,1,0
197,4,4,1,9,1,1,4,2,1,1,41,0,6,2,5,9457,11,400,1,0,4,0,6,0,0,0,0,0,1,1,0,-1.0,2,0
199,3,4,0,13,1,5,8,2,1,1,66,0,1,0,1,1559,6,400,2,4,4,1,6,0,0,0,6,0,3,0,1,-1.0,1,1
201,9,4,4,13,1,1,10,4,1,2,25,1,1,0,2,12650,15,400,3,3,3,5,1,0,0,0,0,1,1,2,1,-1.0,1,0
203,4,5,3,0,1,6,4,1,1,1,30,0,2,1,2,156,6,400,2,4,4,5,5,0,0,0,3,0,1,0,2,-1.0,1,0
207,9,5,4,6,1,2,3,1,1,1,47,0,1,0,1,4971,4,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
210,3,2,5,13,1,6,8,1,1,2,39,0,2,1,2,13187,7,400,2,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
214,7,5,0,6,1,2,1,1,1,1,43,0,1,0,1,13827,4,700,2,4,4,0,6,0,0,0,6,0,1,2,1,-1.0,1,0
215,5,1,0,13,1,2,6,1,1,1,47,0,0,0,1,4379,15,400,1,4,4,1,7,0,0,0,6,0,1,0,0,-1.0,1,0
217,10,3,5,2,1,2,11,4,1,1,41,0,6,2,5,14953,6,400,3,4,4,3,7,0,0,0,6,4,2,2,0,-1.0,2,0
221,6,1,5,9,1,2,7,2,1,1,35,1,0,0,1,13525,9,400,1,4,4,3,6,0,0,0,6,4,2,2,0,-1.0,1,0
222,8,3,2,13,1,2,9,3,1,1,30,0,1,0,2,362,1,400,4,4,4,0,5,0,0,0,3,0,1,0,1,-1.0,1,0
223,7,5,4,13,1,6,1,1,1,1,42,1,1,0,2,3288,7,400,2,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
228,9,5,6,13,1,5,3,1,1,2,45,1,2,1,1,9975,2,400,3,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,1,0
229,2,4,2,17,1,5,4,2,1,1,46,0,0,0,5,8785,8,400,4,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,2,1
230,6,3,0,9,1,2,7,3,1,1,30,0,1,0,1,597,10,400,4,4,4,1,5,0,0,0,1,0,1,0,1,-1.0,1,0
231,4,5,3,6,1,5,4,1,1,1,32,1,0,0,2,11441,4,400,2,4,4,1,6,0,0,0,1,0,1,2,0,-1.0,1,0
233,3,2,6,18,1,6,8,1,1,2,53,1,2,1,2,10013,5,400,2,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
235,10,5,0,13,1,1,11,5,1,2,32,0,2,1,2,3121,7,400,1,4,4,3,6,0,0,1,6,0,1,0,2,-1.0,1,0
237,1,2,5,9,1,6,2,2,1,1,78,0,2,1,1,1545,13,400,2,4,4,0,7,0,0,0,0,0,1,0,2,-1.0,1,0
238,4,3,5,17,1,2,4,2,1,1,57,1,0,0,1,13895,11,400,3,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
240,6,4,0,13,1,2,7,4,1,1,64,1,0,0,2,6375,6,400,2,4,4,0,7,0,0,0,1,0,1,1,0,-1.0,1,0
244,6,4,1,2,1,2,7,4,1,1,41,0,2,1,1,10309,2,400,4,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
250,1,2,2,0,1,2,2,3,1,1,40,1,0,0,3,14008,13,400,2,4,4,0,6,0,0,0,0,4,2,2,0,-1.0,2,0
252,5,3,0,2,1,2,6,3,1,1,60,0,1,0,1,13535,9,400,3,4,4,3,6,0,0,0,3,0,1,2,1,-1.0,1,1
253,7,5,5,13,1,1,1,2,1,1,45,1,0,0,5,1846,3,400,2,4,4,1,6,0,0,0,1,0,3,0,0,-1.0,2,0
259,2,5,5,13,1,1,5,2,1,1,52,0,2,1,3,10376,15,400,1,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,2,0
260,4,1,5,6,1,6,5,1,1,1,46,0,2,1,1,10295,12,400,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
261,1,4,0,17,1,5,12,1,1,2,28,0,1,0,0,7587,13,400,4,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,0,0
263,4,2,0,6,1,2,5,4,1,1,79,0,2,1,1,5334,5,400,3,4,4,1,7,0,0,0,0,0,1,0,2,-1.0,1,0
268,0,1,4,13,1,5,1,1,1,1,43,0,1,0,1,2514,4,400,2,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
269,5,3,6,9,1,7,2,1,1,1,37,1,4,1,5,6322,9,400,2,4,4,0,7,0,0,0,0,4,2,1,1,-1.0,2,0
277,7,4,4,11,1,1,8,4,1,1,29,0,0,0,0,235,16,400,3,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
284,3,1,2,17,1,2,4,2,1,1,41,0,0,0,1,7371,6,400,4,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
285,5,5,2,9,1,6,2,1,1,1,30,1,1,0,1,13992,8,400,2,4,4,1,4,0,0,0,0,0,1,2,1,-1.0,1,0
299,6,4,4,6,1,6,6,1,1,1,32,0,1,0,1,1366,11,400,1,4,4,3,6,0,0,0,6,1,2,0,1,-1.0,1,0
303,10,4,0,17,1,2,11,5,1,1,22,1,1,0,1,4904,4,400,4,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,0
308,9,2,6,9,1,1,3,2,1,1,57,0,1,0,1,6268,2,400,1,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
309,1,2,6,17,1,7,2,3,1,1,44,0,2,1,2,11804,5,400,3,4,4,3,7,0,0,0,0,0,1,2,2,-1.0,1,0
317,8,5,2,13,1,7,7,1,1,1,64,0,0,0,2,7599,11,400,1,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
322,3,1,4,17,1,5,4,1,1,2,32,0,2,1,1,3456,2,400,3,4,4,1,5,0,0,0,6,0,1,0,2,-1.0,1,0
328,5,5,0,13,1,6,2,1,1,2,32,0,0,0,1,13594,11,400,1,4,4,0,6,0,0,0,3,0,1,2,0,-1.0,1,0
330,4,4,3,6,1,2,4,2,1,1,24,0,2,1,1,787,9,400,2,4,4,5,4,0,0,0,0,0,1,0,2,-1.0,1,0
337,6,3,0,0,1,2,6,4,1,1,51,0,6,2,5,4551,4,400,4,3,4,1,4,0,0,0,0,1,1,0,0,-1.0,2,1
338,3,1,2,13,1,7,4,4,1,1,37,0,1,0,1,9301,11,400,2,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
341,10,3,0,6,1,2,11,4,1,2,16,1,4,1,5,8558,10,400,3,4,4,0,4,0,0,0,3,0,1,1,1,-1.0,2,0
343,10,4,1,13,1,1,10,4,1,1,40,0,2,1,1,1085,4,400,3,4,4,3,6,0,0,0,1,0,1,0,2,-1.0,1,0
348,2,5,4,6,1,2,5,1,1,1,46,1,0,0,1,8705,7,400,3,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
353,10,3,4,5,1,1,11,3,1,1,48,0,2,1,3,10961,2,400,3,4,4,3,7,0,0,0,1,0,1,1,2,-1.0,2,0
356,0,4,5,6,1,2,9,1,1,2,0,0,0,0,5,3130,8,400,3,4,4,0,0,0,0,0,0,4,2,0,0,-1.0,2,1
360,10,5,1,13,1,2,10,5,1,1,48,0,1,0,1,11865,3,400,3,4,4,1,7,0,0,0,0,0,1,2,1,-1.0,1,0
364,0,2,0,13,1,2,1,2,1,1,21,1,0,0,1,10764,11,400,2,4,4,5,4,0,0,0,1,0,1,1,0,-1.0,1,0
371,5,1,3,5,1,2,6,1,1,1,55,0,1,0,3,6070,1,500,1,4,4,1,7,0,0,0,6,2,2,0,1,-1.0,2,0
375,3,1,5,2,1,5,1,2,1,1,56,0,0,0,1,4039,6,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
376,11,5,4,6,1,7,11,1,1,1,67,1,0,0,1,352,7,400,2,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,1,0
379,8,3,1,9,1,2,9,3,1,1,44,0,2,1,2,10941,11,400,4,4,4,5,7,0,0,0,3,0,1,1,2,-1.0,1,0
383,7,4,1,13,1,6,1,1,1,1,43,0,1,0,1,2221,5,400,2,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,1
386,0,4,4,0,1,1,9,1,1,1,40,0,0,0,1,9195,7,400,3,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
388,3,4,4,0,1,2,8,1,1,1,50,1,1,0,3,10286,8,400,2,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,2,0
395,3,2,4,6,1,1,8,1,1,1,67,0,1,0,1,440,16,400,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
397,6,1,0,17,1,1,7,1,1,1,28,0,2,1,1,15148,1,500,3,4,4,3,6,0,0,0,6,2,1,2,2,-1.0,1,0
398,4,2,2,6,1,1,5,3,1,1,42,0,0,0,1,5338,12,400,3,4,4,1,5,0,0,0,6,0,1,0,0,-1.0,1,0
400,9,3,1,18,1,1,10,4,1,1,44,0,2,1,3,9329,13,400,3,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,2,0
402,10,4,4,13,1,1,11,4,1,1,28,1,0,0,2,8524,12,400,2,4,4,1,6,0,0,0,3,0,1,1,0,-1.0,1,0
403,0,4,6,2,1,6,9,1,1,1,52,1,6,2,5,3180,15,400,4,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,2,0
408,3,2,2,9,1,6,4,3,1,1,51,1,0,0,2,5130,14,400,3,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
409,5,4,3,0,1,2,2,1,1,1,53,0,0,0,2,7986,8,400,3,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
411,8,5,6,13,1,5,7,1,1,1,60,1,1,0,1,9984,2,400,3,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
424,1,3,2,13,1,2,12,1,1,1,54,1,1,0,1,7153,3,400,3,4,4,0,7,0,0,0,0,0,1,1,1,-1.0,1,0
428,11,3,0,17,1,2,12,3,1,1,46,0,2,1,2,13189,10,400,1,4,4,0,7,0,0,0,6,4,2,2,2,-1.0,1,0
429,0,1,0,17,1,6,1,1,1,1,33,0,2,1,1,4251,4,400,1,4,4,3,4,0,0,0,0,0,1,0,2,-1.0,1,0
430,4,2,1,6,1,6,5,2,1,1,41,0,1,0,1,11260,11,400,3,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
431,2,1,1,6,1,2,3,1,1,1,41,0,1,0,1,12878,11,400,1,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
432,2,2,1,17,1,6,3,2,1,2,34,0,0,0,1,13043,11,400,3,4,4,3,5,1,0,0,6,0,1,2,0,-1.0,1,0
435,2,1,1,9,1,2,3,1,1,1,27,0,1,0,1,13690,11,400,2,4,4,1,6,0,0,0,3,0,1,2,1,-1.0,1,0
439,2,1,4,9,1,7,3,2,1,1,26,0,4,1,5,2771,8,400,1,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,2,0
440,2,4,5,13,1,2,5,2,1,1,34,0,1,0,5,3224,1,400,4,4,4,5,6,0,0,0,1,0,1,0,1,-1.0,2,0
445,11,3,3,9,1,1,12,4,1,2,34,0,4,1,5,4333,16,400,4,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,2,0
446,9,5,6,13,1,1,3,1,1,2,27,0,0,0,1,8862,4,400,4,4,4,0,5,0,0,0,1,0,1,1,0,-1.0,1,0
447,4,2,3,6,1,2,5,2,1,1,32,0,1,0,2,11931,8,400,3,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
450,0,2,1,17,1,2,1,3,1,1,51,0,2,1,5,4627,8,400,4,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,2,0
451,2,2,2,5,1,2,3,2,1,1,59,0,0,0,0,4705,1,400,2,4,4,0,6,0,0,0,0,4,2,0,0,-1.0,0,0
452,3,2,4,2,1,1,4,2,1,1,31,1,0,0,5,12435,13,400,4,4,4,3,5,0,0,0,3,0,1,2,0,-1.0,2,0
460,4,1,5,13,1,7,5,3,1,2,36,0,2,1,1,10383,7,400,2,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
466,1,1,4,17,1,5,2,1,1,1,32,0,2,1,1,13021,15,400,3,4,4,3,4,0,0,0,0,4,2,2,2,-1.0,1,0
470,11,5,0,9,1,2,11,1,1,1,27,0,2,1,2,1428,10,400,4,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
475,3,2,5,6,1,7,8,2,1,1,29,0,0,0,0,9132,4,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,0,0
476,8,4,4,6,1,1,9,4,1,1,80,1,4,1,5,3311,16,400,3,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,2,0
481,8,5,5,2,1,7,7,1,1,2,18,0,0,0,1,15243,15,400,4,4,4,5,3,0,0,0,6,0,1,2,0,-1.0,1,0
483,0,2,1,17,1,6,1,2,1,2,31,0,1,0,1,4188,11,400,4,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
488,3,2,2,6,1,2,4,2,1,1,47,0,2,1,1,1919,9,400,2,4,4,1,6,0,0,0,1,0,1,0,2,-1.0,1,0
490,4,2,5,9,1,1,5,3,1,1,39,1,0,0,2,5245,16,400,4,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
492,7,2,6,13,1,1,1,1,1,1,28,1,0,0,2,1902,3,400,3,4,4,0,4,0,0,0,6,0,1,0,0,-1.0,1,0
493,0,1,3,9,1,7,1,1,1,1,32,0,1,0,1,11999,3,400,1,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
494,2,3,1,18,1,2,3,3,1,1,42,0,2,1,3,3108,6,400,4,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,2,0
501,2,1,5,6,1,6,3,1,1,1,39,0,2,1,2,14560,1,400,4,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,1,0
502,0,5,3,17,1,5,9,1,1,1,28,0,0,0,1,7833,10,400,1,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,1,0
503,0,1,1,18,1,2,1,1,1,1,40,0,2,1,5,7929,5,400,4,4,4,0,6,0,0,0,6,0,1,1,2,-1.0,2,0
505,5,1,0,13,1,6,6,1,1,1,52,0,1,0,1,14153,4,400,4,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
514,8,3,4,9,1,1,9,3,1,1,36,0,2,1,1,12983,5,400,4,4,4,5,6,0,0,0,3,0,1,2,2,-1.0,1,0
516,7,4,5,13,1,6,1,1,1,1,30,0,1,0,1,14466,9,400,2,4,4,5,5,0,0,0,0,0,1,2,1,-1.0,1,0
520,3,2,5,6,1,6,4,2,1,1,50,0,2,1,1,2034,6,400,3,4,4,0,7,0,0,0,6,0,1,0,2,-1.0,1,0
528,0,4,2,0,1,6,9,1,1,2,32,0,1,0,2,3065,11,400,2,4,4,5,5,0,0,0,0,0,1,0,1,-1.0,1,0
531,6,4,2,13,1,2,7,4,1,1,49,0,0,0,1,4128,14,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
534,6,2,2,6,1,2,7,2,1,1,39,1,4,1,5,5674,7,700,1,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,2,0
535,2,1,1,2,1,6,3,1,1,1,39,1,1,0,2,14692,15,400,3,4,4,0,6,0,0,0,1,0,1,2,1,-1.0,1,0
545,11,4,1,17,1,2,12,4,1,1,48,1,0,0,1,10869,4,400,4,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
546,2,5,4,17,1,2,5,1,1,2,39,0,1,0,0,3443,7,400,4,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,0,0
552,11,2,0,13,1,1,12,3,1,1,40,0,1,0,1,5876,5,400,2,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
555,2,2,4,9,1,6,3,2,1,1,41,1,1,0,2,12978,1,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
556,11,3,4,18,1,1,12,3,1,1,50,0,2,1,2,697,16,400,4,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,1,0
557,8,5,5,5,1,7,7,2,1,1,74,0,0,0,3,10153,10,400,2,4,4,0,7,0,0,0,1,0,1,1,0,-1.0,2,0
558,4,1,5,13,1,6,5,1,1,2,27,1,0,0,1,13770,1,400,3,4,4,0,6,0,0,0,6,0,1,2,0,-1.0,1,0
570,2,2,5,9,1,7,3,3,1,1,39,0,1,0,1,8568,8,400,3,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,1
574,5,1,3,13,1,6,6,1,1,1,40,0,1,0,1,5817,2,400,3,4,4,5,4,0,0,0,6,0,1,0,1,-1.0,1,0
579,5,4,3,17,1,2,6,4,1,1,28,0,1,0,1,11107,3,400,4,4,4,5,6,0,0,0,0,0,1,1,1,-1.0,1,0
580,5,4,4,13,1,6,2,1,1,1,26,0,0,0,0,10905,10,400,4,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,0,0
582,6,2,0,13,1,1,7,2,1,1,43,0,2,1,1,13452,11,400,1,4,4,3,6,0,0,0,1,0,1,2,2,-1.0,1,0
588,2,5,0,17,1,7,5,2,1,1,26,0,0,0,0,8960,10,400,4,0,4,1,3,0,0,0,0,0,1,1,0,-1.0,0,1
595,7,5,1,6,1,5,1,2,1,1,55,0,1,0,1,11507,3,400,3,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
607,5,1,4,6,1,7,6,2,1,1,32,1,0,0,1,13354,10,400,1,4,4,3,6,1,0,0,0,0,1,2,0,-1.0,1,0
609,6,5,4,16,1,5,6,1,1,1,38,0,1,0,2,13436,4,400,2,4,4,0,6,0,0,0,3,0,1,2,1,-1.0,1,0
610,3,4,4,6,1,2,8,1,1,1,33,0,0,0,1,10289,9,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,1
611,8,5,5,17,1,1,7,4,1,1,74,0,2,1,1,7552,7,400,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
613,10,5,5,16,1,1,10,1,1,1,30,0,2,1,3,12263,11,400,1,4,4,0,5,0,0,1,3,0,1,2,2,-1.0,2,0
615,6,2,0,6,1,2,7,2,1,1,53,1,0,0,1,3603,14,400,1,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
