,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
297,10,4,4,9,1,5,8,1,1,2,25,0,4,1,5,3859,2,400,2,4,4,3,4,0,0,0,3,0,1,0,1,-1.0,2,0
306,11,3,2,17,1,1,11,3,1,2,33,0,2,1,1,6468,6,400,3,4,4,0,4,0,0,0,1,0,1,1,2,-1.0,1,0
312,5,2,2,17,1,6,6,3,1,2,55,1,0,0,0,5840,9,400,2,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,0,0
318,7,2,4,6,1,5,8,3,1,1,41,1,2,1,1,10339,4,400,3,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
319,5,2,3,13,1,7,6,2,1,2,26,0,2,1,2,986,8,400,2,4,4,5,5,0,0,0,0,0,1,0,2,-1.0,1,0
320,9,1,6,2,1,6,10,2,1,1,65,0,2,1,1,14545,11,400,1,4,4,3,7,0,0,0,0,0,1,2,2,-1.0,1,0
323,9,2,5,2,1,7,10,2,1,1,52,0,0,0,5,6593,8,400,2,4,4,1,6,0,0,0,3,0,1,1,0,-1.0,2,0
324,6,4,4,13,1,5,7,4,1,2,28,1,0,0,0,10450,9,400,2,4,4,0,5,0,0,0,3,0,1,1,0,-1.0,0,0
331,8,2,4,2,1,2,7,2,1,1,69,1,0,0,5,14672,13,400,2,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,2,0
342,7,3,4,3,1,2,8,3,1,2,29,0,2,1,1,4804,3,400,1,4,4,5,5,0,0,0,1,0,1,0,2,-1.0,1,0
346,7,1,6,9,1,1,1,2,1,2,40,0,2,1,1,15093,16,400,4,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
352,11,3,0,6,1,7,12,3,1,1,51,0,2,1,1,8134,4,400,1,4,4,0,7,0,0,0,0,0,1,1,2,-1.0,1,0
354,7,3,0,9,1,2,8,3,1,2,26,0,1,0,1,13645,5,400,1,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
367,10,1,1,9,1,5,11,1,1,1,64,0,0,0,1,5168,13,400,4,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
368,8,1,6,9,1,5,9,1,1,2,33,0,0,0,2,7700,11,400,2,4,4,0,6,0,0,0,3,0,1,1,0,-1.0,1,0
372,3,2,0,6,1,1,4,2,1,2,27,0,1,0,1,12089,12,400,2,4,4,1,5,0,0,0,3,0,1,2,1,-1.0,1,0
374,6,2,0,13,1,6,7,3,1,2,34,0,1,0,1,4396,12,400,4,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,1
377,9,2,1,6,1,6,10,2,1,1,63,1,1,0,1,2660,5,400,4,4,4,3,7,0,0,0,3,0,1,0,1,-1.0,1,0
389,6,2,6,6,1,1,7,2,1,2,34,0,2,1,5,5169,1,400,2,4,4,3,5,1,0,0,6,0,1,0,2,-1.0,2,0
391,11,3,3,17,1,7,12,4,1,2,30,0,0,0,0,3138,10,400,1,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
392,10,2,4,17,1,2,11,4,1,2,33,1,0,0,2,12857,5,400,3,4,4,1,4,0,0,0,0,0,1,2,0,-1.0,1,0
393,6,4,4,17,1,2,6,1,1,2,26,0,1,0,1,4661,9,400,1,4,4,0,4,0,0,0,1,0,1,0,1,-1.0,1,1
412,9,2,0,0,1,2,10,3,1,2,38,0,1,0,5,4139,5,400,2,4,4,3,6,0,1,0,0,0,1,0,1,-1.0,2,0
414,11,4,3,6,1,7,12,5,1,2,26,0,1,0,5,13120,10,400,2,4,4,1,5,0,0,0,3,0,1,2,1,-1.0,2,0
426,7,2,0,6,1,6,8,3,1,2,40,0,1,0,1,759,15,400,1,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,1,0
433,6,2,5,6,1,6,7,2,1,1,41,0,2,1,2,616,10,400,2,4,4,1,6,0,0,0,6,0,3,0,2,-1.0,1,0
453,8,2,3,13,1,6,9,2,1,2,27,0,0,0,1,1804,8,400,1,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
465,8,3,2,2,1,5,6,1,1,1,44,0,2,1,1,14257,12,400,4,4,4,3,6,0,0,0,6,0,1,2,2,-1.0,1,0
469,10,2,3,9,1,6,11,2,1,1,40,0,2,1,2,8552,10,400,3,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,1,0
473,7,4,5,17,1,3,8,4,1,2,20,1,0,0,2,4448,5,400,3,4,4,5,3,0,0,0,3,0,1,0,0,-1.0,1,0
474,1,4,3,0,1,1,12,1,1,2,43,0,1,0,2,2810,5,400,1,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
477,10,3,1,6,1,6,11,3,1,1,66,0,4,1,5,15066,2,400,2,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,2,1
480,9,3,6,0,1,7,10,3,1,1,41,0,2,1,3,4205,10,400,1,3,3,1,6,0,0,0,0,0,1,0,2,-1.0,2,0
484,11,3,4,13,1,1,12,3,1,2,33,1,2,1,1,6872,8,400,1,4,4,3,6,0,0,0,1,0,1,1,2,-1.0,1,0
485,9,2,6,5,1,6,10,3,1,1,36,0,1,0,2,10811,1,400,1,4,4,1,6,0,0,0,3,0,1,1,1,-1.0,1,0
487,8,2,4,6,1,2,9,3,1,2,39,0,1,0,5,4314,16,400,3,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,2,0
500,4,1,1,13,1,2,5,1,1,2,26,0,2,1,2,8713,14,400,2,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
504,10,1,1,2,1,7,11,1,1,1,35,1,2,1,1,9046,1,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
515,8,1,0,6,1,1,9,3,1,1,32,0,1,0,1,8352,15,400,2,4,4,5,4,0,0,0,3,0,1,1,1,-1.0,1,0
525,6,3,2,17,1,2,7,3,1,2,26,0,2,1,1,2449,3,500,3,4,4,3,5,0,0,0,3,2,1,0,2,-1.0,1,0
529,6,4,3,6,1,2,6,1,1,2,31,1,1,0,1,13151,13,400,1,4,4,3,4,0,0,0,0,0,1,2,1,-1.0,1,0
530,11,4,5,2,1,2,11,1,1,1,42,1,2,1,2,13596,4,400,3,4,4,3,6,0,0,1,0,0,1,2,2,-1.0,1,0
539,7,2,6,2,1,1,8,2,1,2,35,1,1,0,1,3596,5,400,2,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
540,10,2,4,0,1,2,11,3,1,1,64,0,1,0,2,2348,14,400,4,4,4,3,7,0,0,0,0,0,1,0,1,-1.0,1,0
547,8,1,3,9,1,5,9,1,1,1,77,0,1,0,1,11678,16,400,3,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
551,9,3,4,17,1,7,10,4,1,2,26,0,0,0,1,14664,9,700,2,4,4,3,6,0,0,0,0,0,1,2,0,-1.0,1,0
562,11,4,2,13,1,4,12,4,1,2,39,0,2,1,0,2351,4,400,4,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,0,0
566,11,4,1,13,1,6,12,4,1,2,58,0,1,0,1,4757,5,400,1,4,4,3,7,0,0,0,1,0,3,0,1,-1.0,1,0
567,10,4,1,13,1,6,10,3,1,2,27,0,0,0,1,8815,9,400,3,4,4,3,4,0,0,0,3,0,1,1,0,-1.0,1,0
568,7,2,4,6,1,5,8,3,1,2,23,0,1,0,1,4645,1,400,3,4,4,3,4,0,0,0,0,0,1,0,1,-1.0,1,0
571,8,1,0,5,1,1,9,1,1,3,64,0,1,0,3,13220,3,400,2,4,4,1,7,0,0,0,1,0,1,2,1,-1.0,2,0
572,4,2,3,2,1,5,5,2,1,1,53,0,1,0,2,12475,12,400,1,4,4,0,6,0,0,0,6,4,2,2,1,-1.0,1,0
575,6,2,0,17,1,2,7,2,1,2,31,1,0,0,1,2591,8,400,3,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
584,9,2,6,13,1,2,10,2,1,2,26,1,0,0,2,5615,3,400,3,4,4,0,6,0,0,0,1,0,1,0,0,-1.0,1,0
589,7,3,4,13,1,2,8,4,1,2,30,0,2,1,1,3239,7,400,2,4,4,3,4,0,0,0,3,0,1,0,2,-1.0,1,0
590,9,1,1,6,1,2,10,1,1,1,40,0,2,1,1,7536,14,400,1,4,4,1,6,0,0,0,1,0,1,1,2,-1.0,1,0
591,7,1,0,5,1,6,9,2,1,1,38,0,1,0,5,5637,6,400,1,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,2,0
592,11,4,5,3,1,2,11,2,1,1,49,0,1,0,3,4981,8,400,4,4,4,3,7,0,0,1,3,0,1,0,1,-1.0,2,0
597,6,3,2,6,1,6,7,3,1,2,21,0,1,0,1,10311,1,400,3,4,4,3,4,1,0,0,3,0,1,1,1,-1.0,1,0
598,5,2,5,9,1,7,6,2,1,2,37,0,4,1,5,7514,9,400,2,4,4,0,7,0,0,0,3,0,1,1,1,-1.0,2,0
599,8,2,5,13,1,7,7,1,1,2,34,0,1,0,2,8940,13,400,1,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
630,6,2,2,17,1,7,7,3,1,2,30,0,2,1,1,11744,12,400,2,4,4,1,5,0,0,0,1,0,1,2,2,-1.0,1,0
632,10,2,4,2,1,5,11,2,1,1,65,0,2,1,1,10739,16,400,2,4,4,5,7,0,0,0,3,1,1,1,2,-1.0,1,0
639,7,1,6,9,1,7,8,1,1,1,35,0,1,0,1,10443,9,400,3,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,1
643,8,2,4,6,1,2,9,3,1,1,39,0,1,0,1,12120,13,400,3,4,4,1,5,0,0,0,1,0,1,2,1,-1.0,1,1
652,8,2,5,17,1,1,12,1,1,2,23,0,1,0,1,111,4,400,2,4,4,3,4,0,0,0,0,0,1,0,1,-1.0,1,0
656,7,1,6,6,1,5,8,1,1,2,34,1,2,1,1,7266,16,400,1,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,1,0
659,6,3,1,6,1,2,7,3,1,2,31,0,1,0,1,1838,12,400,4,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
662,9,3,5,6,1,5,10,3,1,2,22,0,0,0,1,9656,15,400,2,4,4,1,2,0,0,0,1,0,1,1,0,-1.0,1,0
667,9,2,4,0,1,1,10,2,1,2,27,0,1,0,1,10921,1,400,3,4,4,3,6,0,0,0,0,1,2,1,1,-1.0,1,0
669,9,4,3,2,1,3,3,1,1,2,27,1,2,1,1,1528,4,400,1,4,4,1,5,0,0,0,0,0,1,0,2,-1.0,1,0
671,9,2,4,2,1,5,10,2,1,1,45,1,1,0,2,11326,10,400,1,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
695,11,4,6,13,1,7,12,4,1,2,50,0,2,1,2,3308,13,400,2,4,4,1,6,0,0,0,1,0,1,0,2,-1.0,1,0
701,9,3,3,13,1,2,5,4,1,2,28,0,0,0,1,8113,13,400,3,4,4,3,5,0,0,0,3,0,1,1,0,-1.0,1,1
704,8,3,0,13,1,6,9,4,1,2,26,1,0,0,1,10564,12,400,4,4,4,1,6,0,0,0,6,4,2,1,0,-1.0,1,0
708,10,4,6,3,1,5,10,1,1,1,37,0,1,0,2,8184,9,400,2,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,0
713,10,2,1,2,1,2,11,2,1,1,43,0,2,1,2,6874,6,400,3,4,4,5,6,0,0,0,3,0,1,1,2,-1.0,1,0
716,8,1,5,13,1,7,9,1,1,2,34,0,1,0,2,13275,4,400,2,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,1,0
719,11,1,0,17,1,1,12,2,1,2,22,0,1,0,1,14707,11,400,1,4,4,0,3,0,0,0,0,0,1,2,1,-1.0,1,0
724,5,2,1,13,1,6,6,2,1,2,30,1,0,0,1,5036,3,400,3,4,4,1,6,0,0,0,3,0,1,0,0,-1.0,1,0
726,9,2,4,6,1,1,5,3,1,2,34,0,4,1,5,95,7,400,3,4,4,0,6,0,0,0,3,0,1,0,1,-1.0,2,1
734,3,2,3,17,1,2,4,2,1,2,22,1,0,0,2,125,6,400,3,4,4,0,5,0,0,0,3,0,1,0,0,-1.0,1,0
752,6,1,4,2,1,7,7,2,1,1,56,0,2,1,5,2083,8,400,4,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,2,0
753,10,1,5,6,1,6,11,1,1,1,55,0,2,1,1,7341,14,400,3,4,4,0,7,0,0,0,6,0,1,1,2,-1.0,1,0
754,2,3,3,6,1,2,5,1,1,2,24,1,0,0,1,3536,1,400,2,4,4,3,3,0,0,0,0,0,1,0,0,-1.0,1,0
755,1,4,0,17,1,2,12,2,1,2,37,0,2,1,2,3028,12,400,2,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
760,10,4,0,17,1,1,10,1,1,2,32,0,1,0,1,5865,12,400,1,4,4,0,5,0,0,0,3,0,1,0,1,-1.0,1,0
769,8,4,0,2,1,6,6,3,1,1,60,0,1,0,1,813,5,400,3,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,1,0
772,10,2,5,17,1,2,11,3,1,2,34,0,0,0,1,5867,1,400,2,4,4,3,5,0,0,0,3,0,1,0,0,-1.0,1,0
773,11,1,3,13,1,2,12,2,1,2,27,0,2,1,1,11102,2,400,3,4,4,1,5,0,0,0,6,0,1,1,2,-1.0,1,0
788,8,1,4,2,1,2,9,2,1,1,29,0,0,0,5,6918,16,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,2,0
792,6,2,5,3,1,6,7,2,1,1,37,0,2,1,5,11568,9,400,4,4,4,5,6,0,0,0,3,0,1,2,2,-1.0,2,0
804,9,2,5,6,1,5,10,2,1,1,57,1,0,0,2,15349,11,400,4,4,4,3,7,0,0,0,6,0,1,2,0,-1.0,1,0
807,9,3,6,6,1,7,10,3,1,2,31,0,2,1,2,2577,11,400,3,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
808,7,3,6,6,1,7,8,4,1,2,53,0,0,0,1,10838,2,400,1,4,4,1,7,0,0,0,6,0,1,1,0,-1.0,1,1
813,9,3,5,17,1,5,10,3,1,2,29,1,0,0,1,8453,1,400,3,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
816,11,2,3,13,1,2,12,2,1,2,21,1,1,0,5,6306,13,400,1,4,4,0,4,0,0,0,1,0,1,1,1,-1.0,2,0
817,8,1,0,13,1,6,9,3,1,2,33,0,1,0,1,6513,9,400,1,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
824,8,1,0,6,1,2,9,2,1,1,27,0,1,0,1,3019,16,400,3,4,4,0,5,0,0,0,1,0,1,0,1,-1.0,1,0
830,11,3,6,17,1,6,10,2,1,2,40,0,0,0,1,11552,15,400,3,4,4,3,6,0,0,0,0,0,1,2,0,-1.0,1,0
835,9,1,0,6,1,2,10,1,1,2,21,0,2,1,1,10688,3,400,1,4,4,3,4,0,0,0,6,0,1,1,2,-1.0,1,0
837,8,2,1,17,1,2,9,4,1,2,41,0,0,0,0,12045,11,400,3,4,4,1,6,0,0,0,3,0,1,2,0,-1.0,0,1
849,1,3,2,13,1,6,11,3,1,2,27,0,1,0,1,15151,15,400,4,0,4,3,6,1,0,0,0,0,1,2,1,-1.0,1,0
853,8,1,1,6,1,6,9,1,1,1,39,0,1,0,1,11915,5,400,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,1
859,5,1,3,13,1,2,6,2,1,2,34,0,1,0,2,12332,1,400,2,4,4,0,5,0,0,0,6,0,1,2,1,-1.0,1,0
860,9,3,5,2,1,2,10,4,1,2,26,0,2,1,1,14473,5,400,2,4,4,3,5,0,0,0,3,0,1,2,2,-1.0,1,0
863,7,1,6,17,1,5,8,1,1,3,37,0,2,1,2,14236,15,400,1,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,1,0
870,11,3,4,13,1,7,12,4,1,2,38,1,0,0,2,8533,3,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
874,7,2,0,9,1,6,8,4,1,2,28,0,2,1,1,5262,6,400,2,4,4,5,5,0,0,0,1,0,1,0,2,-1.0,1,0
877,4,2,1,17,1,2,5,2,1,2,34,0,1,0,2,3240,12,400,2,4,4,1,5,0,0,0,0,0,3,0,1,-1.0,1,0
878,10,2,6,6,1,5,11,2,1,2,52,0,1,0,1,5103,4,400,3,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
879,1,3,0,2,1,2,12,1,1,1,27,0,2,1,1,3025,8,400,2,4,4,5,6,0,0,0,1,4,2,0,2,-1.0,1,0
883,8,2,1,0,1,7,9,2,1,1,36,0,0,0,5,12052,2,400,4,4,4,3,6,0,0,0,3,0,1,2,0,-1.0,2,1
885,7,3,0,2,1,1,1,1,1,2,35,0,0,0,1,2142,4,400,2,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,1,1
889,11,2,3,2,1,2,12,2,1,1,54,1,1,0,2,10317,7,400,2,4,4,1,7,0,0,0,6,0,1,1,1,-1.0,1,0
892,10,4,6,13,1,5,10,1,1,2,43,0,2,1,1,10850,1,400,1,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
896,10,5,1,2,1,1,10,1,1,2,34,1,2,1,5,2441,5,400,2,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,2,0
898,7,5,6,13,1,6,7,2,1,2,41,0,0,0,1,11122,6,400,1,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,1
901,11,3,1,13,1,5,12,4,1,2,30,0,1,0,1,346,4,400,3,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,1,0
908,8,3,2,13,1,1,9,4,1,2,49,1,0,0,1,9228,13,400,1,4,4,1,7,0,0,0,3,0,1,1,0,-1.0,1,0
912,6,2,0,9,1,2,7,2,1,2,30,1,0,0,1,12868,10,400,2,4,4,1,6,0,0,0,6,0,1,2,0,-1.0,1,0
919,8,2,6,6,1,5,9,2,1,1,52,0,1,0,1,3198,4,400,1,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,1,0
920,8,1,3,13,1,7,9,1,1,2,26,0,1,0,2,14392,5,400,4,4,4,1,6,0,0,0,0,0,3,2,1,-1.0,1,0
926,9,2,4,13,1,7,10,3,1,2,29,0,2,1,1,12459,15,400,4,4,4,0,6,0,0,0,0,0,1,2,2,-1.0,1,0
935,10,2,5,13,1,2,10,2,1,2,21,0,1,0,2,5071,3,400,3,4,4,1,4,0,0,0,3,0,1,0,1,-1.0,1,0
936,10,2,1,2,1,2,11,2,1,1,28,0,1,0,1,11575,1,400,2,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
939,10,1,4,13,1,2,11,2,1,2,28,1,0,0,1,11200,8,400,2,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,1,0
944,10,2,2,6,1,3,11,2,1,1,59,0,2,1,1,2804,14,400,3,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,1,0
945,11,4,2,9,1,6,12,4,1,2,32,1,2,1,2,5743,7,400,3,4,4,1,5,0,0,0,0,0,1,0,2,-1.0,1,0
957,9,3,6,13,1,6,10,4,1,2,25,0,2,1,1,11005,13,400,1,4,4,3,4,0,0,0,0,4,2,1,2,-1.0,1,0
